NumXCells: 80
NumYCells: 60
NumGhostCells: 4
Time: 0.53125
CFL: 0.5
-1.0875 -1.11667 0.020038
-1.0875 -1.08333 0.0138845
-1.0875 -1.05 0.009269
-1.0875 -1.01667 0.00596502
-1.0875 -0.983333 0.00370304
-1.0875 -0.95 0.00221917
-1.0875 -0.916667 0.00128482
-1.0875 -0.883333 0.00071922
-1.0875 -0.85 0.000389574
-1.0875 -0.816667 0.000204348
-1.0875 -0.783333 0.000103882
-1.0875 -0.75 5.12185e-05
-1.0875 -0.716667 2.45104e-05
-1.0875 -0.683333 1.13925e-05
-1.0875 -0.65 5.14668e-06
-1.0875 -0.616667 2.26134e-06
-1.0875 -0.583333 9.66965e-07
-1.0875 -0.55 4.02646e-07
-1.0875 -0.516667 1.63366e-07
-1.0875 -0.483333 6.46195e-08
-1.0875 -0.45 2.49326e-08
-1.0875 -0.416667 9.38846e-09
-1.0875 -0.383333 3.45191e-09
-1.0875 -0.35 1.23985e-09
-1.0875 -0.316667 4.35231e-10
-1.0875 -0.283333 1.49383e-10
-1.0875 -0.25 5.01524e-11
-1.0875 -0.216667 1.69923e-08
-1.0875 -0.183333 2.84334e-07
-1.0875 -0.15 2.38954e-06
-1.0875 -0.116667 1.34408e-05
-1.0875 -0.0833333 5.69504e-05
-1.0875 -0.05 0.000193993
-1.0875 -0.0166667 0.0005537
-1.0875 0.0166667 0.001363
-1.0875 0.05 0.00295625
-1.0875 0.0833333 0.00574443
-1.0875 0.116667 0.0101359
-1.0875 0.15 0.0164241
-1.0875 0.183333 0.0246778
-1.0875 0.216667 0.0346785
-1.0875 0.25 0.0459303
-1.0875 0.283333 0.0577457
-1.0875 0.316667 0.0693758
-1.0875 0.35 0.0801425
-1.0875 0.383333 0.0895301
-1.0875 0.416667 0.097211
-1.0875 0.45 0.103008
-1.0875 0.483333 0.106815
-1.0875 0.516667 0.108526
-1.0875 0.55 0.108
-1.0875 0.583333 0.105093
-1.0875 0.616667 0.0997392
-1.0875 0.65 0.092051
-1.0875 0.683333 0.08238
-1.0875 0.716667 0.0713134
-1.0875 0.75 0.0595982
-1.0875 0.783333 0.0480187
-1.0875 0.816667 0.0372676
-1.0875 0.85 0.0278497
-1.0875 0.883333 0.020038
-1.0875 0.916667 0.0138845
-1.0875 0.95 0.009269
-1.0875 0.983333 0.00596502
-1.0875 1.01667 0.00370304
-1.0875 1.05 0.00221917
-1.0875 1.08333 0.00128482
-1.0875 1.11667 0.00071922
-1.0625 -1.11667 0.0140806
-1.0625 -1.08333 0.00975586
-1.0625 -1.05 0.00651223
-1.0625 -1.01667 0.00419048
-1.0625 -0.983333 0.0026011
-1.0625 -0.95 0.00155859
-1.0625 -0.916667 0.000902233
