NumXCells: 80
NumYCells: 60
NumGhostCells: 4
Time: 0.5625
CFL: 0.5
-1.0875 -1.11667 0.0433678
-1.0875 -1.08333 0.0315232
-1.0875 -1.05 0.0221068
-1.0875 -1.01667 0.0149627
-1.0875 -0.983333 0.00977908
-1.0875 -0.95 0.00617511
-1.0875 -0.916667 0.00376994
-1.0875 -0.883333 0.00222672
-1.0875 -0.85 0.00127336
-1.0875 -0.816667 0.00070551
-1.0875 -0.783333 0.000378995
-1.0875 -0.75 0.000197539
-1.0875 -0.716667 9.99686e-05
-1.0875 -0.683333 4.91542e-05
-1.0875 -0.65 2.3498e-05
-1.0875 -0.616667 1.09283e-05
-1.0875 -0.583333 4.94756e-06
-1.0875 -0.55 2.18177e-06
-1.0875 -0.516667 9.37676e-07
-1.0875 -0.483333 3.92973e-07
-1.0875 -0.45 1.60683e-07
-1.0875 -0.416667 6.41346e-08
-1.0875 -0.383333 2.50003e-08
-1.0875 -0.35 9.52208e-09
-1.0875 -0.316667 3.54526e-09
-1.0875 -0.283333 1.29087e-09
-1.0875 -0.25 4.59849e-10
-1.0875 -0.216667 1.04469e-08
-1.0875 -0.183333 1.82001e-07
-1.0875 -0.15 1.61421e-06
-1.0875 -0.116667 9.58052e-06
-1.0875 -0.0833333 4.28122e-05
-1.0875 -0.05 0.000153713
-1.0875 -0.0166667 0.000462126
-1.0875 0.0166667 0.0011973
-1.0875 0.05 0.00273072
-1.0875 0.0833333 0.00557381
-1.0875 0.116667 0.0103181
-1.0875 0.15 0.0175154
-1.0875 0.183333 0.0275243
-1.0875 0.216667 0.0403729
-1.0875 0.25 0.055689
-1.0875 0.283333 0.0727293
-1.0875 0.316667 0.0905021
-1.0875 0.35 0.107943
-1.0875 0.383333 0.124088
-1.0875 0.416667 0.138188
-1.0875 0.45 0.149736
-1.0875 0.483333 0.158424
-1.0875 0.516667 0.164037
-1.0875 0.55 0.166379
-1.0875 0.583333 0.165239
-1.0875 0.616667 0.160447
-1.0875 0.65 0.151981
-1.0875 0.683333 0.140086
-1.0875 0.716667 0.125338
-1.0875 0.75 0.108624
-1.0875 0.783333 0.0910312
-1.0875 0.816667 0.0736797
-1.0875 0.85 0.0575523
-1.0875 0.883333 0.0433678
-1.0875 0.916667 0.0315232
-1.0875 0.95 0.0221068
-1.0875 0.983333 0.0149627
-1.0875 1.01667 0.00977908
-1.0875 1.05 0.00617511
-1.0875 1.08333 0.00376994
-1.0875 1.11667 0.00222672
-1.0625 -1.11667 0.0319986
-1.0625 -1.08333 0.0232581
-1.0625 -1.05 0.0163098
-1.0625 -1.01667 0.0110384
-1.0625 -0.983333 0.00721374
-1.0625 -0.95 0.00455481
-1.0625 -0.916667 0.00278046
-1.0625 -0.883333 0.0016421
-1.0625 -0.85 0.000938925
-1.0625 -0.816667 0.000520142
-1.0625 -0.783333 0.000279374
-1.0625 -0.75 0.00014559
-1.0625 -0.716667 7.36649e-05
-1.0625 -0.683333 3.62134e-05
-1.0625 -0.65 1.73079e-05
-1.0625 -0.616667 8.04754e-06
-1.0625 -0.583333 3.64244e-06
