NumXCells: 80
NumYCells: 60
NumGhostCells: 4
Time: 1.65
CFL: 0.3
-1.0875 -1.11667 1.22696e-11
-1.0875 -1.08333 3.02557e-11
-1.0875 -1.05 7.46439e-11
-1.0875 -1.01667 1.80581e-10
-1.0875 -0.983333 4.24602e-10
-1.0875 -0.95 9.66696e-10
-1.0875 -0.916667 2.1275e-09
-1.0875 -0.883333 4.52196e-09
-1.0875 -0.85 9.27625e-09
-1.0875 -0.816667 1.83531e-08
-1.0875 -0.783333 3.49939e-08
-1.0875 -0.75 6.42387e-08
-1.0875 -0.716667 1.13396e-07
-1.0875 -0.683333 1.92197e-07
-1.0875 -0.65 3.12198e-07
-1.0875 -0.616667 4.84788e-07
-1.0875 -0.583333 7.16228e-07
-1.0875 -0.55 9.91978e-07
-1.0875 -0.516667 1.24309e-06
-1.0875 -0.483333 1.39095e-06
-1.0875 -0.45 1.45209e-06
-1.0875 -0.416667 1.47111e-06
-1.0875 -0.383333 1.47408e-06
-1.0875 -0.35 1.47256e-06
-1.0875 -0.316667 1.46472e-06
-1.0875 -0.283333 1.4438e-06
-1.0875 -0.25 1.40108e-06
-1.0875 -0.216667 1.32604e-06
-1.0875 -0.183333 1.20711e-06
-1.0875 -0.15 1.03384e-06
-1.0875 -0.116667 8.02192e-07
-1.0875 -0.0833333 5.30284e-07
-1.0875 -0.05 2.8461e-07
-1.0875 -0.0166667 1.32211e-07
-1.0875 0.0166667 5.84147e-08
-1.0875 0.05 2.51742e-08
-1.0875 0.0833333 1.06117e-08
-1.0875 0.116667 4.37903e-09
-1.0875 0.15 1.7702e-09
-1.0875 0.183333 7.01524e-10
-1.0875 0.216667 2.72739e-10
-1.0875 0.25 1.03989e-10
-1.0875 0.283333 3.9864e-11
-1.0875 0.316667 1.47899e-11
-1.0875 0.35 5.71281e-12
-1.0875 0.383333 2.74389e-12
-1.0875 0.416667 1.95586e-12
-1.0875 0.45 1.40493e-12
-1.0875 0.483333 1.01841e-12
-1.0875 0.516667 7.45471e-13
-1.0875 0.55 5.54802e-13
-1.0875 0.583333 4.28501e-13
-1.0875 0.616667 3.5775e-13
-1.0875 0.65 3.40639e-13
-1.0875 0.683333 3.82511e-13
-1.0875 0.716667 5.04583e-13
-1.0875 0.75 7.56765e-13
-1.0875 0.783333 1.26654e-12
-1.0875 0.816667 2.39854e-12
-1.0875 0.85 5.17614e-12
-1.0875 0.883333 1.22696e-11
-1.0875 0.916667 3.02557e-11
-1.0875 0.95 7.46439e-11
-1.0875 0.983333 1.80581e-10
-1.0875 1.01667 4.24602e-10
-1.0875 1.05 9.66696e-10
-1.0875 1.08333 2.1275e-09
-1.0875 1.11667 4.52196e-09
-1.0625 -1.11667 2.87213e-11
-1.0625 -1.08333 7.32372e-11
-1.0625 -1.05 1.83353e-10
-1.0625 -1.01667 4.46289e-10
-1.0625 -0.983333 1.05196e-09
-1.0625 -0.95 2.39735e-09
-1.0625 -0.916667 5.27792e-09
-1.0625 -0.883333 1.12192e-08
-1.0625 -0.85 2.30144e-08
-1.0625 -0.816667 4.55309e-08
-1.0625 -0.783333 8.68059e-08
-1.0625 -0.75 1.59335e-07
-1.0625 -0.716667 2.81233e-07
-1.0625 -0.683333 4.76615e-07
-1.0625 -0.65 7.74105e-07
-1.0625 -0.616667 1.20191e-06
-1.0625 -0.583333 1.77548e-06
-1.0625 -0.55 2.45871e-06
-1.0625 -0.516667 3.08066e-06
-1.0625 -0.483333 3.44678e-06
-1.0625 -0.45 3.59813e-06
-1.0625 -0.416667 3.64519e-06
-1.0625 -0.383333 3.65253e-06
-1.0625 -0.35 3.64874e-06
-1.0625 -0.316667 3.62927e-06
-1.0625 -0.283333 3.57739e-06
-1.0625 -0.25 3.47144e-06
-1.0625 -0.216667 3.28536e-06
-1.0625 -0.183333 2.99053e-06
-1.0625 -0.15 2.56104e-06
-1.0625 -0.116667 1.98695e-06
-1.0625 -0.0833333 1.31326e-06
-1.0625 -0.05 7.04762e-07
-1.0625 -0.0166667 3.27382e-07
-1.0625 0.0166667 1.44651e-07
-1.0625 0.05 6.23394e-08
-1.0625 0.0833333 2.62776e-08
-1.0625 0.116667 1.08433e-08
-1.0625 0.15 4.38304e-09
-1.0625 0.183333 1.7369e-09
-1.0625 0.216667 6.74977e-10
-1.0625 0.25 2.57152e-10
-1.0625 0.283333 9.72951e-11
-1.0625 0.316667 3.60253e-11
-1.0625 0.35 1.32406e-11
-1.0625 0.383333 5.25245e-12
-1.0625 0.416667 2.63547e-12
-1.0625 0.45 1.9089e-12
-1.0625 0.483333 1.38512e-12
-1.0625 0.516667 1.01308e-12
-1.0625 0.55 7.54403e-13
-1.0625 0.583333 5.8519e-13
-1.0625 0.616667 4.93433e-13
-1.0625 0.65 4.76956e-13
-1.0625 0.683333 5.45553e-13
-1.0625 0.716667 7.40847e-13
-1.0625 0.75 1.17422e-12
-1.0625 0.783333 2.17107e-12
-1.0625 0.816667 4.68487e-12
-1.0625 0.85 1.13145e-11
-1.0625 0.883333 2.87213e-11
-1.0625 0.916667 7.32372e-11
-1.0625 0.95 1.83353e-10
-1.0625 0.983333 4.46289e-10
-1.0625 1.01667 1.05196e-09
-1.0625 1.05 2.39735e-09
-1.0625 1.08333 5.27792e-09
-1.0625 1.11667 1.12192e-08
-1.0375 -1.11667 6.76724e-11
-1.0375 -1.08333 1.75241e-10
-1.0375 -1.05 4.41469e-10
-1.0375 -1.01667 1.0772e-09
-1.0375 -0.983333 2.54148e-09
-1.0375 -0.95 5.79373e-09
-1.0375 -0.916667 1.27562e-08
-1.0375 -0.883333 2.7115e-08
-1.0375 -0.85 5.5618e-08
-1.0375 -0.816667 1.10023e-07
-1.0375 -0.783333 2.09741e-07
-1.0375 -0.75 3.84945e-07
-1.0375 -0.716667 6.79372e-07
-1.0375 -0.683333 1.15123e-06
-1.0375 -0.65 1.86958e-06
-1.0375 -0.616667 2.90245e-06
-1.0375 -0.583333 4.28703e-06
-1.0375 -0.55 5.93593e-06
-1.0375 -0.516667 7.43644e-06
-1.0375 -0.483333 8.31945e-06
-1.0375 -0.45 8.6844e-06
-1.0375 -0.416667 8.79784e-06
-1.0375 -0.383333 8.81548e-06
-1.0375 -0.35 8.80631e-06
-1.0375 -0.316667 8.75925e-06
-1.0375 -0.283333 8.63387e-06
-1.0375 -0.25 8.37793e-06
-1.0375 -0.216667 7.92851e-06
-1.0375 -0.183333 7.21658e-06
-1.0375 -0.15 6.17963e-06
-1.0375 -0.116667 4.79381e-06
-1.0375 -0.0833333 3.16797e-06
-1.0375 -0.05 1.69991e-06
-1.0375 -0.0166667 7.89649e-07
-1.0375 0.0166667 3.48908e-07
-1.0375 0.05 1.50371e-07
-1.0375 0.0833333 6.33857e-08
-1.0375 0.116667 2.61552e-08
-1.0375 0.15 1.05722e-08
-1.0375 0.183333 4.18943e-09
-1.0375 0.216667 1.62787e-09
-1.0375 0.25 6.20411e-10
-1.0375 0.283333 2.33314e-10
-1.0375 0.316667 8.62045e-11
-1.0375 0.35 3.1298e-11
-1.0375 0.383333 1.15344e-11
-1.0375 0.416667 4.71484e-12
-1.0375 0.45 2.47574e-12
-1.0375 0.483333 1.82178e-12
-1.0375 0.516667 1.34183e-12
-1.0375 0.55 1.00489e-12
-1.0375 0.583333 7.86238e-13
-1.0375 0.616667 6.72487e-13
-1.0375 0.65 6.6303e-13
-1.0375 0.683333 7.78642e-13
-1.0375 0.716667 1.10965e-12
-1.0375 0.75 1.9279e-12
-1.0375 0.783333 4.06337e-12
-1.0375 0.816667 9.88469e-12
-1.0375 0.85 2.57153e-11
-1.0375 0.883333 6.76724e-11
-1.0375 0.916667 1.75241e-10
-1.0375 0.95 4.41469e-10
-1.0375 0.983333 1.0772e-09
-1.0375 1.01667 2.54148e-09
-1.0375 1.05 5.79373e-09
-1.0375 1.08333 1.27562e-08
-1.0375 1.11667 2.7115e-08
-1.0125 -1.11667 1.57642e-10
-1.0125 -1.08333 4.10974e-10
-1.0125 -1.05 1.038e-09
-1.0125 -1.01667 2.53516e-09
-1.0125 -0.983333 5.98322e-09
-1.0125 -0.95 1.36407e-08
-1.0125 -0.916667 3.00321e-08
-1.0125 -0.883333 6.38323e-08
-1.0125 -0.85 1.3092e-07
-1.0125 -0.816667 2.58959e-07
-1.0125 -0.783333 4.93613e-07
-1.0125 -0.75 9.0585e-07
-1.0125 -0.716667 1.59852e-06
-1.0125 -0.683333 2.70847e-06
-1.0125 -0.65 4.39803e-06
-1.0125 -0.616667 6.82699e-06
-1.0125 -0.583333 1.00825e-05
-1.0125 -0.55 1.39587e-05
-1.0125 -0.516667 1.74849e-05
-1.0125 -0.483333 1.95593e-05
-1.0125 -0.45 2.04165e-05
-1.0125 -0.416667 2.06828e-05
-1.0125 -0.383333 2.07242e-05
-1.0125 -0.35 2.07025e-05
-1.0125 -0.316667 2.05917e-05
-1.0125 -0.283333 2.02966e-05
-1.0125 -0.25 1.96944e-05
-1.0125 -0.216667 1.86372e-05
-1.0125 -0.183333 1.69627e-05
-1.0125 -0.15 1.45241e-05
-1.0125 -0.116667 1.12657e-05
-1.0125 -0.0833333 7.44384e-06
-1.0125 -0.05 3.99391e-06
-1.0125 -0.0166667 1.85526e-06
-1.0125 0.0166667 8.19769e-07
-1.0125 0.05 3.53309e-07
-1.0125 0.0833333 1.48933e-07
-1.0125 0.116667 6.14553e-08
-1.0125 0.15 2.48408e-08
-1.0125 0.183333 9.84331e-09
-1.0125 0.216667 3.82482e-09
-1.0125 0.25 1.45827e-09
-1.0125 0.283333 5.47007e-10
-1.0125 0.316667 2.01728e-10
-1.0125 0.35 7.30361e-11
-1.0125 0.383333 2.62656e-11
-1.0125 0.416667 9.7857e-12
-1.0125 0.45 4.10434e-12
-1.0125 0.483333 2.29188e-12
-1.0125 0.516667 1.71818e-12
-1.0125 0.55 1.3092e-12
-1.0125 0.583333 1.04148e-12
-1.0125 0.616667 9.08782e-13
-1.0125 0.65 9.19061e-13
-1.0125 0.683333 1.12263e-12
-1.0125 0.716667 1.73202e-12
-1.0125 0.75 3.42224e-12
-1.0125 0.783333 8.2139e-12
-1.0125 0.816667 2.17334e-11
-1.0125 0.85 5.889e-11
-1.0125 0.883333 1.57642e-10
-1.0125 0.916667 4.10974e-10
-1.0125 0.95 1.038e-09
-1.0125 0.983333 2.53516e-09
-1.0125 1.01667 5.98322e-09
-1.0125 1.05 1.36407e-08
-1.0125 1.08333 3.00321e-08
-1.0125 1.11667 6.38323e-08
-0.9875 -1.11667 3.59988e-10
-0.9875 -1.08333 9.41159e-10
-0.9875 -1.05 2.37952e-09
-0.9875 -1.01667 5.81357e-09
-0.9875 -0.983333 1.12323e-08
-0.9875 -0.95 2.56814e-08
-0.9875 -0.916667 5.67079e-08
-0.9875 -0.883333 1.20896e-07
-0.9875 -0.85 2.48738e-07
-0.9875 -0.816667 4.93617e-07
-0.9875 -0.783333 9.44137e-07
-0.9875 -0.75 1.73889e-06
-0.9875 -0.716667 3.08032e-06
-0.9875 -0.683333 5.24046e-06
-0.9875 -0.65 8.5468e-06
-0.9875 -0.616667 1.33307e-05
-0.9875 -0.583333 1.97993e-05
-0.9875 -0.55 2.76429e-05
-0.9875 -0.516667 3.50776e-05
-0.9875 -0.483333 3.96767e-05
-0.9875 -0.45 4.16372e-05
-0.9875 -0.416667 4.22709e-05
-0.9875 -0.383333 4.23833e-05
-0.9875 -0.35 4.23506e-05
-0.9875 -0.316667 4.21526e-05
-0.9875 -0.283333 4.16022e-05
-0.9875 -0.25 4.04543e-05
-0.9875 -0.216667 3.84117e-05
-0.9875 -0.183333 3.51444e-05
-0.9875 -0.15 3.03446e-05
-0.9875 -0.116667 2.38641e-05
-0.9875 -0.0833333 1.61155e-05
-0.9875 -0.05 8.84895e-06
-0.9875 -0.0166667 4.155e-06
-0.9875 0.0166667 1.84305e-06
-0.9875 0.05 7.96713e-07
-0.9875 0.0833333 3.36821e-07
-0.9875 0.116667 1.39381e-07
-0.9875 0.15 5.64963e-08
-0.9875 0.183333 2.24476e-08
-0.9875 0.216667 8.74654e-09
-0.9875 0.25 3.34423e-09
-0.9875 0.283333 1.25647e-09
-0.9875 0.316667 4.64049e-10
-0.9875 0.35 1.68325e-10
-0.9875 0.383333 6.02141e-11
-0.9875 0.416667 2.16625e-11
-0.9875 0.45 8.10142e-12
-0.9875 0.483333 3.28563e-12
-0.9875 0.516667 2.31881e-12
-0.9875 0.55 1.72948e-12
-0.9875 0.583333 1.36854e-12
