NumXCells: 80
NumYCells: 60
NumGhostCells: 4
Time: 0.975
CFL: 0.3
-1.0875 -1.11667 0.98062
-1.0875 -1.08333 0.988276
-1.0875 -1.05 0.989148
-1.0875 -1.01667 0.98791
-1.0875 -0.983333 0.982492
-1.0875 -0.95 0.968344
-1.0875 -0.916667 0.938687
-1.0875 -0.883333 0.884028
-1.0875 -0.85 0.792629
-1.0875 -0.816667 0.653343
-1.0875 -0.783333 0.464697
-1.0875 -0.75 0.261205
-1.0875 -0.716667 0.117318
-1.0875 -0.683333 0.0482065
-1.0875 -0.65 0.0191011
-1.0875 -0.616667 0.00733226
-1.0875 -0.583333 0.00273087
-1.0875 -0.55 0.000988173
-1.0875 -0.516667 0.000347823
-1.0875 -0.483333 0.000119221
-1.0875 -0.45 3.9833e-05
-1.0875 -0.416667 1.29844e-05
-1.0875 -0.383333 4.13286e-06
-1.0875 -0.35 1.28545e-06
-1.0875 -0.316667 3.90963e-07
-1.0875 -0.283333 1.16353e-07
-1.0875 -0.25 3.39031e-08
-1.0875 -0.216667 9.67715e-09
-1.0875 -0.183333 2.70714e-09
-1.0875 -0.15 7.42941e-10
-1.0875 -0.116667 1.99502e-10
-1.0875 -0.0833333 5.07991e-11
-1.0875 -0.05 1.2645e-11
-1.0875 -0.0166667 7.60255e-12
-1.0875 0.0166667 1.55852e-11
-1.0875 0.05 8.42202e-11
-1.0875 0.0833333 5.03733e-10
-1.0875 0.116667 2.76362e-09
-1.0875 0.15 1.38374e-08
-1.0875 0.183333 6.36525e-08
-1.0875 0.216667 2.70593e-07
-1.0875 0.25 1.0682e-06
-1.0875 0.283333 3.9314e-06
-1.0875 0.316667 1.35342e-05
-1.0875 0.35 4.36998e-05
-1.0875 0.383333 0.000132629
-1.0875 0.416667 0.000379024
-1.0875 0.45 0.00102126
-1.0875 0.483333 0.00259684
-1.0875 0.516667 0.00623472
-1.0875 0.55 0.014135
-1.0875 0.583333 0.0302495
-1.0875 0.616667 0.0610501
-1.0875 0.65 0.116012
-1.0875 0.683333 0.207037
-1.0875 0.716667 0.34547
-1.0875 0.75 0.533187
-1.0875 0.783333 0.737511
-1.0875 0.816667 0.88431
-1.0875 0.85 0.954031
-1.0875 0.883333 0.98062
-1.0875 0.916667 0.988276
-1.0875 0.95 0.989148
-1.0875 0.983333 0.98791
-1.0875 1.01667 0.982492
-1.0875 1.05 0.968344
-1.0875 1.08333 0.938687
-1.0875 1.11667 0.884028
-1.0625 -1.11667 0.980904
-1.0625 -1.08333 0.988563
-1.0625 -1.05 0.989435
-1.0625 -1.01667 0.988197
-1.0625 -0.983333 0.982777
-1.0625 -0.95 0.968625
-1.0625 -0.916667 0.938959
-1.0625 -0.883333 0.884284
-1.0625 -0.85 0.792859
-1.0625 -0.816667 0.653532
-1.0625 -0.783333 0.464831
-1.0625 -0.75 0.26128
-1.0625 -0.716667 0.117351
-1.0625 -0.683333 0.0482202
-1.0625 -0.65 0.0191065
-1.0625 -0.616667 0.00733432
-1.0625 -0.583333 0.00273164
-1.0625 -0.55 0.000988449
-1.0625 -0.516667 0.00034792
-1.0625 -0.483333 0.000119254
-1.0625 -0.45 3.9844e-05
-1.0625 -0.416667 1.2988e-05
-1.0625 -0.383333 4.13399e-06
-1.0625 -0.35 1.2858e-06
-1.0625 -0.316667 3.91069e-07
-1.0625 -0.283333 1.16385e-07
-1.0625 -0.25 3.39124e-08
-1.0625 -0.216667 9.67967e-09
-1.0625 -0.183333 2.70774e-09
-1.0625 -0.15 7.43115e-10
-1.0625 -0.116667 1.9959e-10
-1.0625 -0.0833333 5.08443e-11
-1.0625 -0.05 1.26687e-11
-1.0625 -0.0166667 7.62375e-12
-1.0625 0.0166667 1.56131e-11
-1.0625 0.05 8.42796e-11
-1.0625 0.0833333 5.03928e-10
-1.0625 0.116667 2.76464e-09
-1.0625 0.15 1.38418e-08
-1.0625 0.183333 6.36718e-08
-1.0625 0.216667 2.70674e-07
-1.0625 0.25 1.06852e-06
-1.0625 0.283333 3.93258e-06
-1.0625 0.316667 1.35382e-05
-1.0625 0.35 4.37128e-05
-1.0625 0.383333 0.000132669
-1.0625 0.416667 0.000379137
-1.0625 0.45 0.00102156
-1.0625 0.483333 0.0025976
-1.0625 0.516667 0.00623656
-1.0625 0.55 0.0141391
-1.0625 0.583333 0.0302584
-1.0625 0.616667 0.061068
-1.0625 0.65 0.116046
-1.0625 0.683333 0.207098
-1.0625 0.716667 0.345571
-1.0625 0.75 0.533342
-1.0625 0.783333 0.737726
-1.0625 0.816667 0.884567
-1.0625 0.85 0.954308
-1.0625 0.883333 0.980904
-1.0625 0.916667 0.988563
-1.0625 0.95 0.989435
-1.0625 0.983333 0.988197
-1.0625 1.01667 0.982777
-1.0625 1.05 0.968625
-1.0625 1.08333 0.938959
-1.0625 1.11667 0.884284
-1.0375 -1.11667 0.980849
-1.0375 -1.08333 0.988507
-1.0375 -1.05 0.989379
-1.0375 -1.01667 0.988141
-1.0375 -0.983333 0.982722
-1.0375 -0.95 0.96857
-1.0375 -0.916667 0.938906
