NumXCells: 80
NumYCells: 60
NumGhostCells: 4
Time: 1.9875
CFL: 0.3
-1.0875 -1.11667 1.77307e-13
-1.0875 -1.08333 1.45113e-13
-1.0875 -1.05 1.24738e-13
-1.0875 -1.01667 1.15673e-13
-1.0875 -0.983333 1.17962e-13
-1.0875 -0.95 1.32308e-13
-1.0875 -0.916667 1.6015e-13
-1.0875 -0.883333 2.03495e-13
-1.0875 -0.85 2.64924e-13
-1.0875 -0.816667 3.47576e-13
-1.0875 -0.783333 4.55096e-13
-1.0875 -0.75 5.91665e-13
-1.0875 -0.716667 7.61837e-13
-1.0875 -0.683333 9.70977e-13
-1.0875 -0.65 1.2251e-12
-1.0875 -0.616667 1.53258e-12
-1.0875 -0.583333 1.90636e-12
-1.0875 -0.55 2.36211e-12
-1.0875 -0.516667 2.92457e-12
-1.0875 -0.483333 3.66484e-12
-1.0875 -0.45 4.65301e-12
-1.0875 -0.416667 6.1024e-12
-1.0875 -0.383333 8.10224e-12
-1.0875 -0.35 1.11988e-11
-1.0875 -0.316667 1.57318e-11
-1.0875 -0.283333 2.20838e-11
-1.0875 -0.25 3.04335e-11
-1.0875 -0.216667 4.03673e-11
-1.0875 -0.183333 5.00976e-11
-1.0875 -0.15 5.68728e-11
-1.0875 -0.116667 6.00731e-11
-1.0875 -0.0833333 6.11188e-11
-1.0875 -0.05 6.13077e-11
-1.0875 -0.0166667 6.12917e-11
-1.0875 0.0166667 6.12001e-11
-1.0875 0.05 6.10071e-11
-1.0875 0.0833333 5.97131e-11
-1.0875 0.116667 5.6845e-11
-1.0875 0.15 5.20502e-11
-1.0875 0.183333 4.49824e-11
-1.0875 0.216667 3.54413e-11
-1.0875 0.25 2.41124e-11
-1.0875 0.283333 1.3984e-11
-1.0875 0.316667 7.90728e-12
-1.0875 0.35 5.11326e-12
-1.0875 0.383333 4.3035e-12
-1.0875 0.416667 3.60458e-12
-1.0875 0.45 2.99795e-12
-1.0875 0.483333 2.47827e-12
-1.0875 0.516667 2.03898e-12
-1.0875 0.55 1.67058e-12
-1.0875 0.583333 1.3628e-12
-1.0875 0.616667 1.10633e-12
-1.0875 0.65 8.93256e-13
-1.0875 0.683333 7.16999e-13
-1.0875 0.716667 5.7205e-13
-1.0875 0.75 4.5375e-13
-1.0875 0.783333 3.58152e-13
-1.0875 0.816667 2.81938e-13
-1.0875 0.85 2.22379e-13
-1.0875 0.883333 1.77307e-13
-1.0875 0.916667 1.45113e-13
-1.0875 0.95 1.24738e-13
-1.0875 0.983333 1.15673e-13
-1.0875 1.01667 1.17962e-13
-1.0875 1.05 1.32308e-13
-1.0875 1.08333 1.6015e-13
-1.0875 1.11667 2.03495e-13
-1.0625 -1.11667 1.45544e-13
-1.0625 -1.08333 1.18173e-13
-1.0625 -1.05 1.00851e-13
-1.0625 -1.01667 9.30806e-14
-1.0625 -0.983333 9.488e-14
-1.0625 -0.95 1.06862e-13
-1.0625 -0.916667 1.30294e-13
-1.0625 -0.883333 1.66997e-13
-1.0625 -0.85 2.19375e-13
-1.0625 -0.816667 2.90433e-13
-1.0625 -0.783333 3.83803e-13
-1.0625 -0.75 5.03841e-13
-1.0625 -0.716667 6.55703e-13
-1.0625 -0.683333 8.45776e-13
-1.0625 -0.65 1.08198e-12
-1.0625 -0.616667 1.37508e-12
-1.0625 -0.583333 1.74043e-12
-1.0625 -0.55 2.19904e-12
-1.0625 -0.516667 2.78588e-12
-1.0625 -0.483333 3.56065e-12
-1.0625 -0.45 4.61143e-12
-1.0625 -0.416667 6.10839e-12
-1.0625 -0.383333 8.28448e-12
-1.0625 -0.35 1.15123e-11
-1.0625 -0.316667 1.6198e-11
-1.0625 -0.283333 2.27492e-11
-1.0625 -0.25 3.13602e-11
-1.0625 -0.216667 4.16177e-11
-1.0625 -0.183333 5.16866e-11
-1.0625 -0.15 5.8708e-11
-1.0625 -0.116667 6.20315e-11
-1.0625 -0.0833333 6.31289e-11
-1.0625 -0.05 6.33328e-11
-1.0625 -0.0166667 6.33204e-11
-1.0625 0.0166667 6.3241e-11
-1.0625 0.05 6.30075e-11
-1.0625 0.0833333 6.16336e-11
-1.0625 0.116667 5.8679e-11
-1.0625 0.15 5.37719e-11
-1.0625 0.183333 4.65301e-11
-1.0625 0.216667 3.67466e-11
-1.0625 0.25 2.51151e-11
-1.0625 0.283333 1.46638e-11
-1.0625 0.316667 8.35356e-12
-1.0625 0.35 5.3776e-12
-1.0625 0.383333 3.94759e-12
-1.0625 0.416667 3.32797e-12
-1.0625 0.45 2.75987e-12
-1.0625 0.483333 2.26355e-12
-1.0625 0.516667 1.8434e-12
-1.0625 0.55 1.49406e-12
-1.0625 0.583333 1.20603e-12
-1.0625 0.616667 9.69391e-13
-1.0625 0.65 7.75427e-13
-1.0625 0.683333 6.16973e-13
-1.0625 0.716667 4.88159e-13
-1.0625 0.75 3.84137e-13
-1.0625 0.783333 3.0088e-13
