NumXCells: 80
NumYCells: 60
NumGhostCells: 4
Time: 1.63125
CFL: 0.3
-1.0875 -1.11667 3.4644e-11
-1.0875 -1.08333 8.7611e-11
-1.0875 -1.05 2.16813e-10
-1.0875 -1.01667 5.20857e-10
-1.0875 -0.983333 1.2107e-09
-1.0875 -0.95 2.71917e-09
-1.0875 -0.916667 5.89645e-09
-1.0875 -0.883333 1.23384e-08
-1.0875 -0.85 2.48993e-08
-1.0875 -0.816667 4.8425e-08
-1.0875 -0.783333 9.06833e-08
-1.0875 -0.75 1.63337e-07
-1.0875 -0.716667 2.82584e-07
-1.0875 -0.683333 4.68785e-07
-1.0875 -0.65 7.44068e-07
-1.0875 -0.616667 1.12613e-06
-1.0875 -0.583333 1.61089e-06
-1.0875 -0.55 2.11991e-06
-1.0875 -0.516667 2.48438e-06
-1.0875 -0.483333 2.65606e-06
-1.0875 -0.45 2.71732e-06
-1.0875 -0.416667 2.73171e-06
-1.0875 -0.383333 2.73162e-06
-1.0875 -0.35 2.7236e-06
-1.0875 -0.316667 2.69724e-06
-1.0875 -0.283333 2.63804e-06
-1.0875 -0.25 2.52779e-06
-1.0875 -0.216667 2.34548e-06
-1.0875 -0.183333 2.0699e-06
-1.0875 -0.15 1.68624e-06
-1.0875 -0.116667 1.20442e-06
-1.0875 -0.0833333 7.06505e-07
-1.0875 -0.05 3.43607e-07
-1.0875 -0.0166667 1.53867e-07
-1.0875 0.0166667 6.68564e-08
-1.0875 0.05 2.83912e-08
-1.0875 0.0833333 1.17967e-08
-1.0875 0.116667 4.79965e-09
-1.0875 0.15 1.91339e-09
-1.0875 0.183333 7.47975e-10
-1.0875 0.216667 2.86755e-10
-1.0875 0.25 1.08022e-10
-1.0875 0.283333 4.0847e-11
-1.0875 0.316667 1.49449e-11
-1.0875 0.35 5.72739e-12
-1.0875 0.383333 2.75366e-12
-1.0875 0.416667 1.96365e-12
-1.0875 0.45 1.41099e-12
-1.0875 0.483333 1.02358e-12
-1.0875 0.516667 7.52363e-13
-1.0875 0.55 5.68058e-13
-1.0875 0.583333 4.55021e-13
-1.0875 0.616667 4.07327e-13
-1.0875 0.65 4.27426e-13
-1.0875 0.683333 5.33665e-13
-1.0875 0.716667 7.78845e-13
-1.0875 0.75 1.30204e-12
-1.0875 0.783333 2.51267e-12
-1.0875 0.816667 5.58701e-12
-1.0875 0.85 1.36624e-11
-1.0875 0.883333 3.4644e-11
-1.0875 0.916667 8.7611e-11
-1.0875 0.95 2.16813e-10
-1.0875 0.983333 5.20857e-10
-1.0875 1.01667 1.2107e-09
-1.0875 1.05 2.71917e-09
-1.0875 1.08333 5.89645e-09
-1.0875 1.11667 1.23384e-08
-1.0625 -1.11667 8.30041e-11
-1.0625 -1.08333 2.12619e-10
-1.0625 -1.05 5.28911e-10
-1.0625 -1.01667 1.27322e-09
-1.0625 -0.983333 2.96182e-09
-1.0625 -0.95 6.65378e-09
-1.0625 -0.916667 1.44293e-08
-1.0625 -0.883333 3.01922e-08
-1.0625 -0.85 6.09241e-08
-1.0625 -0.816667 1.18476e-07
-1.0625 -0.783333 2.21842e-07
-1.0625 -0.75 3.99535e-07
-1.0625 -0.716667 6.91145e-07
-1.0625 -0.683333 1.14643e-06
-1.0625 -0.65 1.81943e-06
