NumXCells: 80
NumYCells: 60
NumGhostCells: 4
Time: 0.375
CFL: 0.3
-1.0875 -1.11667 2.61493e-11
-1.0875 -1.08333 6.30266e-12
-1.0875 -1.05 1.81432e-12
-1.0875 -1.01667 1.01757e-12
-1.0875 -0.983333 5.75896e-13
-1.0875 -0.95 3.13321e-13
-1.0875 -0.916667 1.63548e-13
-1.0875 -0.883333 8.20932e-14
-1.0875 -0.85 3.96444e-14
-1.0875 -0.816667 1.84203e-14
-1.0875 -0.783333 8.23618e-15
-1.0875 -0.75 3.545e-15
-1.0875 -0.716667 1.46953e-15
-1.0875 -0.683333 5.87051e-16
-1.0875 -0.65 2.26159e-16
-1.0875 -0.616667 8.4088e-17
-1.0875 -0.583333 3.01994e-17
-1.0875 -0.55 1.04854e-17
-1.0875 -0.516667 3.5227e-18
-1.0875 -0.483333 1.14619e-18
-1.0875 -0.45 3.61493e-19
-1.0875 -0.416667 1.10606e-19
-1.0875 -0.383333 3.28581e-20
-1.0875 -0.35 9.48501e-21
-1.0875 -0.316667 2.66251e-21
-1.0875 -0.283333 7.27303e-22
-1.0875 -0.25 1.93469e-22
-1.0875 -0.216667 1.21248e-13
-1.0875 -0.183333 7.72098e-13
-1.0875 -0.15 8.5425e-12
-1.0875 -0.116667 6.31348e-11
-1.0875 -0.0833333 3.57395e-10
-1.0875 -0.05 1.62828e-09
-1.0875 -0.0166667 6.17271e-09
-1.0875 0.0166667 1.99024e-08
-1.0875 0.05 5.53333e-08
-1.0875 0.0833333 1.33652e-07
-1.0875 0.116667 2.80634e-07
-1.0875 0.15 5.01895e-07
-1.0875 0.183333 7.12353e-07
-1.0875 0.216667 8.14976e-07
-1.0875 0.25 8.51325e-07
-1.0875 0.283333 8.6351e-07
-1.0875 0.316667 8.67274e-07
-1.0875 0.35 8.68068e-07
-1.0875 0.383333 8.67975e-07
-1.0875 0.416667 8.66885e-07
-1.0875 0.45 8.62448e-07
-1.0875 0.483333 8.48752e-07
-1.0875 0.516667 8.13312e-07
-1.0875 0.55 7.34975e-07
-1.0875 0.583333 5.87975e-07
-1.0875 0.616667 3.66716e-07
-1.0875 0.65 1.56326e-07
-1.0875 0.683333 5.35669e-08
-1.0875 0.716667 1.71953e-08
-1.0875 0.75 5.20877e-09
-1.0875 0.783333 1.49467e-09
-1.0875 0.816667 4.07494e-10
-1.0875 0.85 1.05729e-10
-1.0875 0.883333 2.61493e-11
-1.0875 0.916667 6.30266e-12
-1.0875 0.95 1.81432e-12
-1.0875 0.983333 1.01757e-12
-1.0875 1.01667 5.75896e-13
-1.0875 1.05 3.13321e-13
-1.0875 1.08333 1.63548e-13
-1.0875 1.11667 8.20932e-14
-1.0625 -1.11667 6.36076e-12
-1.0625 -1.08333 1.88353e-12
-1.0625 -1.05 1.06004e-12
-1.0625 -1.01667 6.08932e-13
-1.0625 -0.983333 3.38267e-13
-1.0625 -0.95 1.80421e-13
-1.0625 -0.916667 9.26069e-14
-1.0625 -0.883333 4.57928e-14
-1.0625 -0.85 2.18174e-14
-1.0625 -0.816667 1.00154e-14
-1.0625 -0.783333 4.43041e-15
-1.0625 -0.75 1.88902e-15
-1.0625 -0.716667 7.76633e-16
-1.0625 -0.683333 3.08032e-16
-1.0625 -0.65 1.17933e-16
-1.0625 -0.616667 4.36136e-17
-1.0625 -0.583333 1.5591e-17
-1.0625 -0.55 5.39171e-18
-1.0625 -0.516667 1.80518e-18
-1.0625 -0.483333 5.85608e-19
-1.0625 -0.45 1.84216e-19
-1.0625 -0.416667 5.62377e-20
-1.0625 -0.383333 1.66739e-20
-1.0625 -0.35 4.80483e-21
-1.0625 -0.316667 1.34667e-21
-1.0625 -0.283333 3.67358e-22
-1.0625 -0.25 9.75992e-23
-1.0625 -0.216667 5.53153e-14
-1.0625 -0.183333 3.66635e-13
-1.0625 -0.15 1.95864e-12
-1.0625 -0.116667 1.5223e-11
-1.0625 -0.0833333 8.67131e-11
-1.0625 -0.05 3.94808e-10
-1.0625 -0.0166667 1.4963e-09
-1.0625 0.0166667 4.82402e-09
-1.0625 0.05 1.34109e-08
-1.0625 0.0833333 3.23901e-08
-1.0625 0.116667 6.80029e-08
-1.0625 0.15 1.21586e-07
-1.0625 0.183333 1.7247e-07
-1.0625 0.216667 1.97235e-07
-1.0625 0.25 2.06e-07
-1.0625 0.283333 2.08937e-07
-1.0625 0.316667 2.09844e-07
-1.0625 0.35 2.10035e-07
-1.0625 0.383333 2.10012e-07
-1.0625 0.416667 2.09747e-07
-1.0625 0.45 2.08672e-07
-1.0625 0.483333 2.05352e-07
-1.0625 0.516667 1.96763e-07
-1.0625 0.55 1.7778e-07
-1.0625 0.583333 1.42162e-07
-1.0625 0.616667 8.85778e-08
-1.0625 0.65 3.77106e-08
-1.0625 0.683333 1.29137e-08
-1.0625 0.716667 4.14338e-09
-1.0625 0.75 1.25437e-09
-1.0625 0.783333 3.59604e-10
-1.0625 0.816667 9.77997e-11
-1.0625 0.85 2.52999e-11
-1.0625 0.883333 6.36076e-12
-1.0625 0.916667 1.88353e-12
-1.0625 0.95 1.06004e-12
-1.0625 0.983333 6.08932e-13
-1.0625 1.01667 3.38267e-13
-1.0625 1.05 1.80421e-13
-1.0625 1.08333 9.26069e-14
-1.0625 1.11667 4.57928e-14
-1.0375 -1.11667 1.85423e-12
-1.0375 -1.08333 1.0734e-12
-1.0375 -1.05 6.26437e-13
-1.0375 -1.01667 3.54166e-13
-1.0375 -0.983333 1.92622e-13
-1.0375 -0.95 1.00918e-13
-1.0375 -0.916667 5.09967e-14
-1.0375 -0.883333 2.48619e-14
-1.0375 -0.85 1.1693e-14
-1.0375 -0.816667 5.30517e-15
-1.0375 -0.783333 2.32214e-15
-1.0375 -0.75 9.80803e-16
-1.0375 -0.716667 3.99868e-16
-1.0375 -0.683333 1.57426e-16
-1.0375 -0.65 5.98798e-17
-1.0375 -0.616667 2.20182e-17
-1.0375 -0.583333 7.83171e-18
-1.0375 -0.55 2.69651e-18
-1.0375 -0.516667 8.9935e-19
-1.0375 -0.483333 2.90771e-19
-1.0375 -0.45 9.11982e-20
-1.0375 -0.416667 2.77684e-20
-1.0375 -0.383333 8.21403e-21
-1.0375 -0.35 2.36213e-21
-1.0375 -0.316667 6.60831e-22
-1.0375 -0.283333 1.79969e-22
-1.0375 -0.25 4.77423e-23
-1.0375 -0.216667 2.5875e-14
-1.0375 -0.183333 1.8053e-13
-1.0375 -0.15 7.43761e-13
-1.0375 -0.116667 3.76506e-12
-1.0375 -0.0833333 2.0398e-11
-1.0375 -0.05 9.27733e-11
-1.0375 -0.0166667 3.5152e-10
-1.0375 0.0166667 1.13299e-09
-1.0375 0.05 3.14927e-09
-1.0375 0.0833333 7.60516e-09
-1.0375 0.116667 1.59647e-08
-1.0375 0.15 2.85356e-08
-1.0375 0.183333 4.04527e-08
-1.0375 0.216667 4.62418e-08
-1.0375 0.25 4.82893e-08
-1.0375 0.283333 4.8975e-08
-1.0375 0.316667 4.91867e-08
-1.0375 0.35 4.92312e-08
-1.0375 0.383333 4.92258e-08
-1.0375 0.416667 4.91637e-08
-1.0375 0.45 4.89111e-08
-1.0375 0.483333 4.81315e-08
-1.0375 0.516667 4.61146e-08
-1.0375 0.55 4.16575e-08
-1.0375 0.583333 3.32962e-08
-1.0375 0.616667 2.07241e-08
-1.0375 0.65 8.81059e-09
-1.0375 0.683333 3.01514e-09
-1.0375 0.716667 9.6661e-10
-1.0375 0.75 2.92427e-10
-1.0375 0.783333 8.37069e-11
-1.0375 0.816667 2.27642e-11
-1.0375 0.85 5.99168e-12
-1.0375 0.883333 1.85423e-12
-1.0375 0.916667 1.0734e-12
-1.0375 0.95 6.26437e-13
-1.0375 0.983333 3.54166e-13
-1.0375 1.01667 1.92622e-13
-1.0375 1.05 1.00918e-13
-1.0375 1.08333 5.09967e-14
-1.0375 1.11667 2.48619e-14
-1.0125 -1.11667 1.0465e-12
-1.0125 -1.08333 6.23288e-13
-1.0125 -1.05 3.58987e-13
-1.0125 -1.01667 1.98951e-13
-1.0125 -0.983333 1.06286e-13
-1.0125 -0.95 5.4816e-14
-1.0125 -0.916667 2.73042e-14
-1.0125 -0.883333 1.31352e-14
-1.0125 -0.85 6.10212e-15
-1.0125 -0.816667 2.73743e-15
-1.0125 -0.783333 1.18591e-15
-1.0125 -0.75 4.96235e-16
-1.0125 -0.716667 2.00617e-16
-1.0125 -0.683333 7.83887e-17
-1.0125 -0.65 2.96168e-17
-1.0125 -0.616667 1.08254e-17
-1.0125 -0.583333 3.83014e-18
-1.0125 -0.55 1.31256e-18
-1.0125 -0.516667 4.35947e-19
-1.0125 -0.483333 1.40427e-19
-1.0125 -0.45 4.38994e-20
-1.0125 -0.416667 1.33276e-20
-1.0125 -0.383333 3.93205e-21
-1.0125 -0.35 1.1281e-21
-1.0125 -0.316667 3.14929e-22
-1.0125 -0.283333 8.56028e-23
-1.0125 -0.25 2.2669e-23
-1.0125 -0.216667 1.22347e-14
-1.0125 -0.183333 8.84967e-14
-1.0125 -0.15 3.66012e-13
-1.0125 -0.116667 9.96498e-13
-1.0125 -0.0833333 4.8032e-12
-1.0125 -0.05 2.1248e-11
-1.0125 -0.0166667 8.01797e-11
-1.0125 0.0166667 2.58193e-10
-1.0125 0.05 7.17389e-10
-1.0125 0.0833333 1.73199e-09
-1.0125 0.116667 3.6349e-09
-1.0125 0.15 6.4946e-09
-1.0125 0.183333 9.20113e-09
-1.0125 0.216667 1.05136e-08
-1.0125 0.25 1.09774e-08
-1.0125 0.283333 1.11325e-08
-1.0125 0.316667 1.11805e-08
-1.0125 0.35 1.11905e-08
-1.0125 0.383333 1.11894e-08
-1.0125 0.416667 1.11753e-08
-1.0125 0.45 1.11178e-08
-1.0125 0.483333 1.09403e-08
-1.0125 0.516667 1.0481e-08
-1.0125 0.55 9.46598e-09
-1.0125 0.583333 7.56211e-09
-1.0125 0.616667 4.70104e-09
-1.0125 0.65 1.99535e-09
-1.0125 0.683333 6.82288e-10
-1.0125 0.716667 2.18517e-10
-1.0125 0.75 6.58929e-11
-1.0125 0.783333 1.87418e-11
-1.0125 0.816667 5.16835e-12
-1.0125 0.85 1.76406e-12
-1.0125 0.883333 1.0465e-12
-1.0125 0.916667 6.23288e-13
-1.0125 0.95 3.58987e-13
-1.0125 0.983333 1.98951e-13
-1.0125 1.01667 1.06286e-13
-1.0125 1.05 5.4816e-14
-1.0125 1.08333 2.73042e-14
-1.0125 1.11667 1.31352e-14
-0.9875 -1.11667 5.99012e-13
-0.9875 -1.08333 3.51324e-13
-0.9875 -1.05 1.98494e-13
-0.9875 -1.01667 1.08129e-13
-0.9875 -0.983333 7.15022e-14
-0.9875 -0.95 3.67739e-14
-0.9875 -0.916667 1.82818e-14
-0.9875 -0.883333 8.78546e-15
-0.9875 -0.85 4.08079e-15
-0.9875 -0.816667 1.83207e-15
-0.9875 -0.783333 7.95016e-16
-0.9875 -0.75 3.33514e-16
-0.9875 -0.716667 1.35288e-16
-0.9875 -0.683333 5.30824e-17
-0.9875 -0.65 2.01537e-17
-0.9875 -0.616667 7.40742e-18
-0.9875 -0.583333 2.63698e-18
-0.9875 -0.55 9.09732e-19
-0.9875 -0.516667 3.04326e-19
-0.9875 -0.483333 9.87752e-20
-0.9875 -0.45 3.1125e-20
-0.9875 -0.416667 9.52789e-21
-0.9875 -0.383333 2.83518e-21
-0.9875 -0.35 8.20601e-22
-0.9875 -0.316667 2.31161e-22
-0.9875 -0.283333 6.34141e-23
-0.9875 -0.25 1.69511e-23
-0.9875 -0.216667 6.07875e-15
-0.9875 -0.183333 4.5248e-14
-0.9875 -0.15 1.86435e-13
-0.9875 -0.116667 5.29005e-13
-0.9875 -0.0833333 1.36002e-12
-0.9875 -0.05 5.65022e-12
-0.9875 -0.0166667 2.10947e-11
-0.9875 0.0166667 6.83124e-11
-0.9875 0.05 1.9155e-10
-0.9875 0.0833333 4.67399e-10
-0.9875 0.116667 9.93291e-10
-0.9875 0.15 1.80785e-09
-0.9875 0.183333 2.63447e-09
-0.9875 0.216667 3.06434e-09
-0.9875 0.25 3.21883e-09
-0.9875 0.283333 3.27086e-09
-0.9875 0.316667 3.2872e-09
-0.9875 0.35 3.29099e-09
-0.9875 0.383333 3.2908e-09
-0.9875 0.416667 3.28733e-09
-0.9875 0.45 3.27241e-09
-0.9875 0.483333 3.22543e-09
-0.9875 0.516667 3.1022e-09
-0.9875 0.55 2.82614e-09
-0.9875 0.583333 2.2996e-09
-0.9875 0.616667 1.48374e-09
-0.9875 0.65 6.57033e-10
-0.9875 0.683333 2.27697e-10
-0.9875 0.716667 7.3543e-11
-0.9875 0.75 2.24064e-11
-0.9875 0.783333 6.47822e-12
-0.9875 0.816667 2.07766e-12
-0.9875 0.85 1.2044e-12
-0.9875 0.883333 7.19568e-13
-0.9875 0.916667 4.26358e-13
-0.9875 0.95 2.43642e-13
-0.9875 0.983333 1.34335e-13
-0.9875 1.01667 5.68854e-14
-0.9875 1.05 2.89236e-14
-0.9875 1.08333 1.42158e-14
-0.9875 1.11667 6.7535e-15
-0.9625 -1.11667 3.32003e-13
-0.9625 -1.08333 1.91101e-13
-0.9625 -1.05 1.06171e-13
-0.9625 -1.01667 5.69768e-14
-0.9625 -0.983333 3.75823e-14
-0.9625 -0.95 1.907e-14
-0.9625 -0.916667 9.36035e-15
-0.9625 -0.883333 4.44427e-15
-0.9625 -0.85 2.04103e-15
-0.9625 -0.816667 9.06638e-16
-0.9625 -0.783333 3.89569e-16
-0.9625 -0.75 1.61945e-16
-0.9625 -0.716667 6.51454e-17
-0.9625 -0.683333 2.53664e-17
-0.9625 -0.65 9.56412e-18
-0.9625 -0.616667 3.49318e-18
-0.9625 -0.583333 1.23648e-18
-0.9625 -0.55 4.2438e-19
-0.9625 -0.516667 1.41306e-19
-0.9625 -0.483333 4.56717e-20
-0.9625 -0.45 1.43371e-20
-0.9625 -0.416667 4.3738e-21
-0.9625 -0.383333 1.29746e-21
-0.9625 -0.35 3.7447e-22
-0.9625 -0.316667 1.05216e-22
-0.9625 -0.283333 2.87957e-23
-0.9625 -0.25 7.68066e-24
-0.9625 -0.216667 2.83847e-15
-0.9625 -0.183333 2.17411e-14
-0.9625 -0.15 9.03667e-14
-0.9625 -0.116667 2.66469e-13
-0.9625 -0.0833333 6.53821e-13
-0.9625 -0.05 1.42185e-12
-0.9625 -0.0166667 4.76148e-12
-0.9625 0.0166667 1.4971e-11
-0.9625 0.05 4.16659e-11
-0.9625 0.0833333 1.01454e-10
-0.9625 0.116667 2.15348e-10
-0.9625 0.15 3.91422e-10
-0.9625 0.183333 5.69952e-10
-0.9625 0.216667 6.63042e-10
-0.9625 0.25 6.96524e-10
-0.9625 0.283333 7.07761e-10
-0.9625 0.316667 7.11255e-10
-0.9625 0.35 7.12063e-10
-0.9625 0.383333 7.12011e-10
-0.9625 0.416667 7.11402e-10
-0.9625 0.45 7.08218e-10
-0.9625 0.483333 6.98063e-10
-0.9625 0.516667 6.71344e-10
-0.9625 0.55 6.11439e-10
-0.9625 0.583333 4.97107e-10
-0.9625 0.616667 3.19905e-10
-0.9625 0.65 1.4094e-10
-0.9625 0.683333 4.87125e-11
-0.9625 0.716667 1.57032e-11
-0.9625 0.75 4.82136e-12
-0.9625 0.783333 1.78456e-12
-0.9625 0.816667 1.09953e-12
-0.9625 0.85 6.71091e-13
-0.9625 0.883333 4.03481e-13
-0.9625 0.916667 2.34772e-13
-0.9625 0.95 1.31962e-13
-0.9625 0.983333 7.16314e-14
-0.9625 1.01667 2.95606e-14
-0.9625 1.05 1.48333e-14
-0.9625 1.08333 7.19957e-15
-0.9625 1.11667 3.37983e-15
-0.9375 -1.11667 1.77499e-13
-0.9375 -1.08333 1.00546e-13
-0.9375 -1.05 5.50483e-14
-0.9375 -1.01667 2.91418e-14
-0.9375 -0.983333 1.91893e-14
-0.9375 -0.95 9.61539e-15
-0.9375 -0.916667 4.66325e-15
-0.9375 -0.883333 2.18888e-15
-0.9375 -0.85 9.94387e-16
-0.9375 -0.816667 4.37223e-16
-0.9375 -0.783333 1.86082e-16
-0.9375 -0.75 7.66708e-17
-0.9375 -0.716667 3.05898e-17
-0.9375 -0.683333 1.18213e-17
-0.9375 -0.65 4.42624e-18
-0.9375 -0.616667 1.6064e-18
-0.9375 -0.583333 5.65327e-19
-0.9375 -0.55 1.93008e-19
-0.9375 -0.516667 6.39578e-20
-0.9375 -0.483333 2.05816e-20
-0.9375 -0.45 6.43522e-21
-0.9375 -0.416667 1.95607e-21
-0.9375 -0.383333 5.78333e-22
-0.9375 -0.35 1.66412e-22
-0.9375 -0.316667 4.66273e-23
-0.9375 -0.283333 1.27285e-23
-0.9375 -0.25 3.38705e-24
-0.9375 -0.216667 1.30289e-15
-0.9375 -0.183333 1.02877e-14
-0.9375 -0.15 4.37983e-14
-0.9375 -0.116667 1.33758e-13
-0.9375 -0.0833333 3.2756e-13
-0.9375 -0.05 6.91298e-13
-0.9375 -0.0166667 1.27472e-12
-0.9375 0.0166667 3.329e-12
-0.9375 0.05 8.9103e-12
-0.9375 0.0833333 2.14953e-11
-0.9375 0.116667 4.54241e-11
-0.9375 0.15 8.22619e-11
-0.9375 0.183333 1.19609e-10
-0.9375 0.216667 1.39352e-10
-0.9375 0.25 1.4648e-10
-0.9375 0.283333 1.48839e-10
-0.9375 0.316667 1.49551e-10
-0.9375 0.35 1.49728e-10
-0.9375 0.383333 1.49731e-10
-0.9375 0.416667 1.49564e-10
-0.9375 0.45 1.49023e-10
-0.9375 0.483333 1.46926e-10
-0.9375 0.516667 1.41343e-10
-0.9375 0.55 1.28668e-10
-0.9375 0.583333 1.04373e-10
-0.9375 0.616667 6.6625e-11
-0.9375 0.65 2.902e-11
-0.9375 0.683333 1.00351e-11
-0.9375 0.716667 3.40603e-12
-0.9375 0.75 1.51376e-12
-0.9375 0.783333 9.68323e-13
-0.9375 0.816667 6.05739e-13
-0.9375 0.85 3.69131e-13
-0.9375 0.883333 2.18394e-13
-0.9375 0.916667 1.25075e-13
-0.9375 0.95 6.92418e-14
-0.9375 0.983333 3.70608e-14
-0.9375 1.01667 1.49249e-14
