NumXCells: 80
NumYCells: 60
NumGhostCells: 4
Time: 0.28125
CFL: 0.5
-1.0875 -1.11667 1.0259e-08
-1.0875 -1.08333 3.8325e-09
-1.0875 -1.05 1.36697e-09
-1.0875 -1.01667 4.6624e-10
-1.0875 -0.983333 1.52287e-10
-1.0875 -0.95 4.76982e-11
-1.0875 -0.916667 1.43439e-11
-1.0875 -0.883333 4.14626e-12
-1.0875 -0.85 1.1533e-12
-1.0875 -0.816667 3.08994e-13
-1.0875 -0.783333 7.98157e-14
-1.0875 -0.75 1.98943e-14
-1.0875 -0.716667 4.78869e-15
-1.0875 -0.683333 1.11398e-15
-1.0875 -0.65 2.50617e-16
-1.0875 -0.616667 5.45625e-17
-1.0875 -0.583333 1.15024e-17
-1.0875 -0.55 2.34927e-18
-1.0875 -0.516667 4.65106e-19
-1.0875 -0.483333 8.92999e-20
-1.0875 -0.45 1.66349e-20
-1.0875 -0.416667 3.00772e-21
-1.0875 -0.383333 5.28038e-22
-1.0875 -0.35 9.00432e-23
-1.0875 -0.316667 1.49187e-23
-1.0875 -0.283333 2.40233e-24
-1.0875 -0.25 4.43204e-25
-1.0875 -0.216667 8.55105e-09
-1.0875 -0.183333 7.90941e-08
-1.0875 -0.15 3.69998e-07
-1.0875 -0.116667 1.16949e-06
-1.0875 -0.0833333 2.81673e-06
-1.0875 -0.05 5.53054e-06
-1.0875 -0.0166667 9.25416e-06
-1.0875 0.0166667 1.36305e-05
-1.0875 0.05 1.81276e-05
-1.0875 0.0833333 2.22317e-05
-1.0875 0.116667 2.55993e-05
-1.0875 0.15 2.81087e-05
-1.0875 0.183333 2.98206e-05
-1.0875 0.216667 3.08974e-05
-1.0875 0.25 3.15167e-05
-1.0875 0.283333 3.17875e-05
-1.0875 0.316667 3.16702e-05
-1.0875 0.35 3.09536e-05
-1.0875 0.383333 2.93438e-05
-1.0875 0.416667 2.66459e-05
-1.0875 0.45 2.29287e-05
-1.0875 0.483333 1.85548e-05
-1.0875 0.516667 1.40586e-05
-1.0875 0.55 9.95482e-06
-1.0875 0.583333 6.58732e-06
-1.0875 0.616667 4.07799e-06
-1.0875 0.65 2.36602e-06
-1.0875 0.683333 1.28929e-06
-1.0875 0.716667 6.61357e-07
-1.0875 0.75 3.20093e-07
-1.0875 0.783333 1.46504e-07
-1.0875 0.816667 6.35473e-08
-1.0875 0.85 2.61761e-08
-1.0875 0.883333 1.0259e-08
-1.0875 0.916667 3.8325e-09
-1.0875 0.95 1.36697e-09
-1.0875 0.983333 4.6624e-10
-1.0875 1.01667 1.52287e-10
-1.0875 1.05 4.76982e-11
-1.0875 1.08333 1.43439e-11
-1.0875 1.11667 4.14626e-12
-1.0625 -1.11667 3.8542e-09
-1.0625 -1.08333 1.4365e-09
-1.0625 -1.05 5.11113e-10
-1.0625 -1.01667 1.73878e-10
-1.0625 -0.983333 5.66391e-11
-1.0625 -0.95 1.76893e-11
-1.0625 -0.916667 5.30359e-12
-1.0625 -0.883333 1.52824e-12
-1.0625 -0.85 4.23686e-13
-1.0625 -0.816667 1.13125e-13
-1.0625 -0.783333 2.9116e-14
-1.0625 -0.75 7.23004e-15
-1.0625 -0.716667 1.73352e-15
-1.0625 -0.683333 4.01625e-16
-1.0625 -0.65 8.99731e-17
-1.0625 -0.616667 1.95022e-17
-1.0625 -0.583333 4.0925e-18
-1.0625 -0.55 8.31894e-19
-1.0625 -0.516667 1.63886e-19
-1.0625 -0.483333 3.13053e-20
-1.0625 -0.45 5.80073e-21
-1.0625 -0.416667 1.04306e-21
-1.0625 -0.383333 1.8208e-22
-1.0625 -0.35 3.08662e-23
-1.0625 -0.316667 5.08288e-24
-1.0625 -0.283333 8.13321e-25
-1.0625 -0.25 1.4889e-25
-1.0625 -0.216667 3.29144e-09
-1.0625 -0.183333 3.04381e-08
-1.0625 -0.15 1.4235e-07
-1.0625 -0.116667 4.49795e-07
-1.0625 -0.0833333 1.08294e-06
-1.0625 -0.05 2.12546e-06
-1.0625 -0.0166667 3.55498e-06
-1.0625 0.0166667 5.23382e-06
-1.0625 0.05 6.95753e-06
-1.0625 0.0833333 8.52912e-06
-1.0625 0.116667 9.81734e-06
-1.0625 0.15 1.07761e-05
-1.0625 0.183333 1.14295e-05
-1.0625 0.216667 1.18398e-05
-1.0625 0.25 1.20754e-05
-1.0625 0.283333 1.21779e-05
-1.0625 0.316667 1.21319e-05
-1.0625 0.35 1.18558e-05
-1.0625 0.383333 1.12368e-05
-1.0625 0.416667 1.02003e-05
-1.0625 0.45 8.77318e-06
-1.0625 0.483333 7.09526e-06
-1.0625 0.516667 5.37189e-06
-1.0625 0.55 3.80042e-06
-1.0625 0.583333 2.51224e-06
-1.0625 0.616667 1.55344e-06
-1.0625 0.65 9.00138e-07
-1.0625 0.683333 4.8981e-07
-1.0625 0.716667 2.50867e-07
-1.0625 0.75 1.21216e-07
-1.0625 0.783333 5.53802e-08
-1.0625 0.816667 2.39754e-08
-1.0625 0.85 9.85556e-09
-1.0625 0.883333 3.8542e-09
-1.0625 0.916667 1.4365e-09
-1.0625 0.95 5.11113e-10
-1.0625 0.983333 1.73878e-10
-1.0625 1.01667 5.66391e-11
-1.0625 1.05 1.76893e-11
-1.0625 1.08333 5.30359e-12
-1.0625 1.11667 1.52824e-12
-1.0375 -1.11667 1.39694e-09
-1.0375 -1.08333 5.19381e-10
-1.0375 -1.05 1.84322e-10
-1.0375 -1.01667 6.25349e-11
-1.0375 -0.983333 2.03119e-11
-1.0375 -0.95 6.32468e-12
-1.0375 -0.916667 1.89029e-12
-1.0375 -0.883333 5.42898e-13
-1.0375 -0.85 1.49993e-13
-1.0375 -0.816667 3.99043e-14
-1.0375 -0.783333 1.0232e-14
-1.0375 -0.75 2.53087e-15
-1.0375 -0.716667 6.04348e-16
-1.0375 -0.683333 1.39423e-16
-1.0375 -0.65 3.10964e-17
-1.0375 -0.616667 6.70946e-18
-1.0375 -0.583333 1.40128e-18
-1.0375 -0.55 2.83438e-19
-1.0375 -0.516667 5.55529e-20
-1.0375 -0.483333 1.05554e-20
-1.0375 -0.45 1.94511e-21
-1.0375 -0.416667 3.47771e-22
-1.0375 -0.383333 6.03499e-23
-1.0375 -0.35 1.01681e-23
-1.0375 -0.316667 1.66384e-24
-1.0375 -0.283333 2.64494e-25
-1.0375 -0.25 4.80322e-26
-1.0375 -0.216667 1.22495e-09
-1.0375 -0.183333 1.13247e-08
-1.0375 -0.15 5.29446e-08
-1.0375 -0.116667 1.67229e-07
-1.0375 -0.0833333 4.02454e-07
-1.0375 -0.05 7.89513e-07
-1.0375 -0.0166667 1.31986e-06
-1.0375 0.0166667 1.94218e-06
-1.0375 0.05 2.58052e-06
-1.0375 0.0833333 3.16193e-06
-1.0375 0.116667 3.63795e-06
-1.0375 0.15 3.9918e-06
-1.0375 0.183333 4.23258e-06
-1.0375 0.216667 4.38358e-06
-1.0375 0.25 4.47015e-06
-1.0375 0.283333 4.5076e-06
-1.0375 0.316667 4.49009e-06
-1.0375 0.35 4.38728e-06
-1.0375 0.383333 4.1572e-06
-1.0375 0.416667 3.77233e-06
-1.0375 0.45 3.24286e-06
-1.0375 0.483333 2.62087e-06
-1.0375 0.516667 1.98265e-06
-1.0375 0.55 1.40129e-06
-1.0375 0.583333 9.25277e-07
-1.0375 0.616667 5.71429e-07
-1.0375 0.65 3.30653e-07
-1.0375 0.683333 1.79652e-07
-1.0375 0.716667 9.18609e-08
-1.0375 0.75 4.4307e-08
-1.0375 0.783333 2.0204e-08
-1.0375 0.816667 8.7289e-09
-1.0375 0.85 3.58038e-09
-1.0375 0.883333 1.39694e-09
-1.0375 0.916667 5.19381e-10
-1.0375 0.95 1.84322e-10
-1.0375 0.983333 6.25349e-11
-1.0375 1.01667 2.03119e-11
-1.0375 1.05 6.32468e-12
-1.0375 1.08333 1.89029e-12
-1.0375 1.11667 5.42898e-13
-1.0125 -1.11667 4.88895e-10
-1.0125 -1.08333 1.81302e-10
-1.0125 -1.05 6.4167e-11
-1.0125 -1.01667 2.17078e-11
-1.0125 -0.983333 7.0297e-12
-1.0125 -0.95 2.18201e-12
-1.0125 -0.916667 6.5e-13
-1.0125 -0.883333 1.86039e-13
-1.0125 -0.85 5.12144e-14
-1.0125 -0.816667 1.3574e-14
-1.0125 -0.783333 3.46694e-15
-1.0125 -0.75 8.54044e-16
-1.0125 -0.716667 2.03073e-16
-1.0125 -0.683333 4.66425e-17
-1.0125 -0.65 1.03553e-17
-1.0125 -0.616667 2.22367e-18
-1.0125 -0.583333 4.62124e-19
-1.0125 -0.55 9.29956e-20
-1.0125 -0.516667 1.81301e-20
-1.0125 -0.483333 3.42586e-21
-1.0125 -0.45 6.27709e-22
-1.0125 -0.416667 1.11567e-22
-1.0125 -0.383333 1.92423e-23
-1.0125 -0.35 3.22154e-24
-1.0125 -0.316667 5.23702e-25
-1.0125 -0.283333 8.26866e-26
-1.0125 -0.25 1.48917e-26
-1.0125 -0.216667 4.41183e-10
-1.0125 -0.183333 4.07735e-09
-1.0125 -0.15 1.90544e-08
-1.0125 -0.116667 6.01571e-08
-1.0125 -0.0833333 1.44701e-07
-1.0125 -0.05 2.83714e-07
-1.0125 -0.0166667 4.74027e-07
-1.0125 0.0166667 6.97135e-07
-1.0125 0.05 9.25749e-07
-1.0125 0.0833333 1.13373e-06
-1.0125 0.116667 1.3038e-06
-1.0125 0.15 1.43005e-06
-1.0125 0.183333 1.51583e-06
-1.0125 0.216667 1.56953e-06
-1.0125 0.25 1.60027e-06
-1.0125 0.283333 1.61348e-06
-1.0125 0.316667 1.60703e-06
-1.0125 0.35 1.56998e-06
-1.0125 0.383333 1.48725e-06
-1.0125 0.416667 1.349e-06
-1.0125 0.45 1.159e-06
-1.0125 0.483333 9.36007e-07
-1.0125 0.516667 7.07435e-07
-1.0125 0.55 4.99468e-07
-1.0125 0.583333 3.29403e-07
-1.0125 0.616667 2.03157e-07
-1.0125 0.65 1.1738e-07
-1.0125 0.683333 6.36715e-08
-1.0125 0.716667 3.24996e-08
-1.0125 0.75 1.56457e-08
-1.0125 0.783333 7.11994e-09
-1.0125 0.816667 3.06943e-09
-1.0125 0.85 1.25611e-09
-1.0125 0.883333 4.88895e-10
-1.0125 0.916667 1.81302e-10
-1.0125 0.95 6.4167e-11
-1.0125 0.983333 2.17078e-11
-1.0125 1.01667 7.0297e-12
-1.0125 1.05 2.18201e-12
-1.0125 1.08333 6.5e-13
-1.0125 1.11667 1.86039e-13
-0.9875 -1.11667 1.65349e-10
-0.9875 -1.08333 6.11518e-11
-0.9875 -1.05 2.15813e-11
-0.9875 -1.01667 7.27906e-12
-0.9875 -0.983333 5.57481e-12
-0.9875 -0.95 1.77008e-12
-0.9875 -0.916667 5.39466e-13
-0.9875 -0.883333 1.57994e-13
-0.9875 -0.85 4.45126e-14
-0.9875 -0.816667 1.20761e-14
-0.9875 -0.783333 3.15769e-15
-0.9875 -0.75 7.96494e-16
-0.9875 -0.716667 1.93961e-16
-0.9875 -0.683333 4.56334e-17
-0.9875 -0.65 1.03798e-17
-0.9875 -0.616667 2.28407e-18
-0.9875 -0.583333 4.86521e-19
-0.9875 -0.55 1.0037e-19
-0.9875 -0.516667 2.00651e-20
-0.9875 -0.483333 3.88879e-21
-0.9875 -0.45 7.30995e-22
-0.9875 -0.416667 1.33326e-22
-0.9875 -0.383333 2.36036e-23
-0.9875 -0.35 4.05742e-24
-0.9875 -0.316667 6.77431e-25
-0.9875 -0.283333 1.09887e-25
-0.9875 -0.25 2.04383e-26
-0.9875 -0.216667 2.01858e-10
-0.9875 -0.183333 1.90308e-09
-0.9875 -0.15 9.06827e-09
-0.9875 -0.116667 2.91753e-08
-0.9875 -0.0833333 7.1465e-08
-0.9875 -0.05 1.42566e-07
-0.9875 -0.0166667 2.42098e-07
-0.9875 0.0166667 3.61409e-07
-0.9875 0.05 4.86418e-07
-0.9875 0.0833333 6.02708e-07
-0.9875 0.116667 6.99945e-07
-0.9875 0.15 7.73756e-07
-0.9875 0.183333 8.25039e-07
-0.9875 0.216667 8.57876e-07
-0.9875 0.25 8.77164e-07
-0.9875 0.283333 8.8624e-07
-0.9875 0.316667 8.84651e-07
-0.9875 0.35 8.67254e-07
-0.9875 0.383333 8.26204e-07
-0.9875 0.416667 7.5564e-07
-0.9875 0.45 6.56329e-07
-0.9875 0.483333 5.37104e-07
-0.9875 0.516667 4.12126e-07
-0.9875 0.55 2.95847e-07
-0.9875 0.583333 1.98615e-07
-0.9875 0.616667 1.24805e-07
-0.9875 0.65 7.3522e-08
-0.9875 0.683333 4.06851e-08
-0.9875 0.716667 2.11949e-08
-0.9875 0.75 1.04177e-08
-0.9875 0.783333 4.84182e-09
-0.9875 0.816667 2.13237e-09
-0.9875 0.85 8.91673e-10
-0.9875 0.883333 3.54699e-10
-0.9875 0.916667 1.34461e-10
-0.9875 0.95 4.86554e-11
-0.9875 0.983333 1.6832e-11
-0.9875 1.01667 2.34979e-12
-0.9875 1.05 7.2697e-13
-0.9875 1.08333 2.15811e-13
-0.9875 1.11667 6.15459e-14
-0.9625 -1.11667 5.40839e-11
-0.9625 -1.08333 1.99451e-11
-0.9625 -1.05 7.01781e-12
-0.9625 -1.01667 2.35957e-12
-0.9625 -0.983333 1.8487e-12
-0.9625 -0.95 5.85119e-13
-0.9625 -0.916667 1.77732e-13
-0.9625 -0.883333 5.18712e-14
-0.9625 -0.85 1.4561e-14
-0.9625 -0.816667 3.93541e-15
-0.9625 -0.783333 1.02499e-15
-0.9625 -0.75 2.57486e-16
-0.9625 -0.716667 6.24359e-17
-0.9625 -0.683333 1.46245e-17
-0.9625 -0.65 3.31126e-18
-0.9625 -0.616667 7.25177e-19
-0.9625 -0.583333 1.53706e-19
-0.9625 -0.55 3.1548e-20
-0.9625 -0.516667 6.27342e-21
-0.9625 -0.483333 1.20918e-21
-0.9625 -0.45 2.26008e-22
-0.9625 -0.416667 4.09798e-23
-0.9625 -0.383333 7.2109e-24
-0.9625 -0.35 1.23176e-24
-0.9625 -0.316667 2.04322e-25
-0.9625 -0.283333 3.29209e-26
-0.9625 -0.25 6.0728e-27
-0.9625 -0.216667 6.98053e-11
-0.9625 -0.183333 6.57824e-10
-0.9625 -0.15 3.13302e-09
-0.9625 -0.116667 1.00744e-08
-0.9625 -0.0833333 2.46626e-08
-0.9625 -0.05 4.9169e-08
-0.9625 -0.0166667 8.34422e-08
-0.9625 0.0166667 1.24483e-07
-0.9625 0.05 1.67436e-07
-0.9625 0.0833333 2.07342e-07
-0.9625 0.116667 2.40665e-07
-0.9625 0.15 2.65923e-07
-0.9625 0.183333 2.83444e-07
-0.9625 0.216667 2.94645e-07
-0.9625 0.25 3.01211e-07
-0.9625 0.283333 3.04285e-07
-0.9625 0.316667 3.037e-07
-0.9625 0.35 2.97676e-07
-0.9625 0.383333 2.83507e-07
-0.9625 0.416667 2.59181e-07
-0.9625 0.45 2.24982e-07
-0.9625 0.483333 1.83969e-07
-0.9625 0.516667 1.41028e-07
-0.9625 0.55 1.01125e-07
-0.9625 0.583333 6.78034e-08
-0.9625 0.616667 4.25458e-08
-0.9625 0.65 2.50246e-08
-0.9625 0.683333 1.38245e-08
-0.9625 0.716667 7.18868e-09
-0.9625 0.75 3.52644e-09
-0.9625 0.783333 1.63555e-09
-0.9625 0.816667 7.18701e-10
-0.9625 0.85 2.99823e-10
-0.9625 0.883333 1.18969e-10
-0.9625 0.916667 4.49806e-11
-0.9625 0.95 1.62314e-11
-0.9625 0.983333 5.59882e-12
-0.9625 1.01667 7.59198e-13
-0.9625 1.05 2.34069e-13
-0.9625 1.08333 6.92366e-14
-0.9625 1.11667 1.9671e-14
-0.9375 -1.11667 1.71209e-11
-0.9375 -1.08333 6.295e-12
-0.9375 -1.05 2.20798e-12
-0.9375 -1.01667 7.39942e-13
-0.9375 -0.983333 5.93164e-13
-0.9375 -0.95 1.87113e-13
-0.9375 -0.916667 5.66383e-14
-0.9375 -0.883333 1.647e-14
-0.9375 -0.85 4.6059e-15
-0.9375 -0.816667 1.23994e-15
-0.9375 -0.783333 3.21625e-16
-0.9375 -0.75 8.04512e-17
-0.9375 -0.716667 1.94218e-17
-0.9375 -0.683333 4.52836e-18
-0.9375 -0.65 1.02043e-18
