NumXCells: 80
NumYCells: 60
NumGhostCells: 4
Time: 1.96875
CFL: 0.3
-1.0875 -1.11667 1.27783e-13
-1.0875 -1.08333 1.0613e-13
-1.0875 -1.05 9.4117e-14
-1.0875 -1.01667 9.15367e-14
-1.0875 -0.983333 9.8713e-14
-1.0875 -0.95 1.16633e-13
-1.0875 -0.916667 1.46858e-13
-1.0875 -0.883333 1.91503e-13
-1.0875 -0.85 2.53251e-13
-1.0875 -0.816667 3.35359e-13
-1.0875 -0.783333 4.41666e-13
-1.0875 -0.75 5.76689e-13
-1.0875 -0.716667 7.45666e-13
-1.0875 -0.683333 9.55129e-13
-1.0875 -0.65 1.21296e-12
-1.0875 -0.616667 1.53023e-12
-1.0875 -0.583333 1.92245e-12
-1.0875 -0.55 2.41307e-12
-1.0875 -0.516667 3.04418e-12
-1.0875 -0.483333 3.87138e-12
-1.0875 -0.45 5.02485e-12
-1.0875 -0.416667 6.64893e-12
-1.0875 -0.383333 9.04737e-12
-1.0875 -0.35 1.25679e-11
-1.0875 -0.316667 1.7579e-11
-1.0875 -0.283333 2.43613e-11
-1.0875 -0.25 3.27908e-11
-1.0875 -0.216667 4.19693e-11
-1.0875 -0.183333 4.95302e-11
-1.0875 -0.15 5.37731e-11
-1.0875 -0.116667 5.54279e-11
-1.0875 -0.0833333 5.58381e-11
-1.0875 -0.05 5.58679e-11
-1.0875 -0.0166667 5.58089e-11
-1.0875 0.0166667 5.57209e-11
-1.0875 0.05 5.51825e-11
-1.0875 0.0833333 5.32525e-11
-1.0875 0.116667 4.97094e-11
-1.0875 0.15 4.42364e-11
-1.0875 0.183333 3.65052e-11
-1.0875 0.216667 2.66971e-11
-1.0875 0.25 1.65285e-11
-1.0875 0.283333 9.37235e-12
-1.0875 0.316667 5.79008e-12
-1.0875 0.35 4.21156e-12
-1.0875 0.383333 3.55406e-12
-1.0875 0.416667 2.95438e-12
-1.0875 0.45 2.43053e-12
-1.0875 0.483333 1.98629e-12
-1.0875 0.516667 1.61583e-12
-1.0875 0.55 1.30926e-12
-1.0875 0.583333 1.05632e-12
-1.0875 0.616667 8.48079e-13
-1.0875 0.65 6.77183e-13
-1.0875 0.683333 5.37588e-13
-1.0875 0.716667 4.24276e-13
-1.0875 0.75 3.33045e-13
-1.0875 0.783333 2.60385e-13
-1.0875 0.816667 2.03406e-13
-1.0875 0.85 1.59795e-13
-1.0875 0.883333 1.27783e-13
-1.0875 0.916667 1.0613e-13
-1.0875 0.95 9.4117e-14
-1.0875 0.983333 9.15367e-14
-1.0875 1.01667 9.8713e-14
-1.0875 1.05 1.16633e-13
-1.0875 1.08333 1.46858e-13
-1.0875 1.11667 1.91503e-13
-1.0625 -1.11667 1.07791e-13
-1.0625 -1.08333 8.88705e-14
-1.0625 -1.05 7.84129e-14
-1.0625 -1.01667 7.62098e-14
-1.0625 -0.983333 8.25665e-14
-1.0625 -0.95 9.84081e-14
-1.0625 -0.916667 1.25227e-13
-1.0625 -0.883333 1.65094e-13
-1.0625 -0.85 2.20711e-13
-1.0625 -0.816667 2.95472e-13
-1.0625 -0.783333 3.93577e-13
-1.0625 -0.75 5.20233e-13
-1.0625 -0.716667 6.81973e-13
-1.0625 -0.683333 8.87309e-13
-1.0625 -0.65 1.14747e-12
-1.0625 -0.616667 1.47821e-12
-1.0625 -0.583333 1.90215e-12
-1.0625 -0.55 2.45301e-12
-1.0625 -0.516667 3.18769e-12
-1.0625 -0.483333 4.20181e-12
-1.0625 -0.45 5.6624e-12
-1.0625 -0.416667 7.81876e-12
-1.0625 -0.383333 1.10405e-11
-1.0625 -0.35 1.57885e-11
-1.0625 -0.316667 2.25603e-11
-1.0625 -0.283333 3.17483e-11
-1.0625 -0.25 4.32998e-11
-1.0625 -0.216667 5.58718e-11
-1.0625 -0.183333 6.6144e-11
-1.0625 -0.15 7.17915e-11
-1.0625 -0.116667 7.39998e-11
-1.0625 -0.0833333 7.45722e-11
-1.0625 -0.05 7.46162e-11
-1.0625 -0.0166667 7.45378e-11
-1.0625 0.0166667 7.43613e-11
-1.0625 0.05 7.32234e-11
-1.0625 0.0833333 7.05944e-11
-1.0625 0.116667 6.59451e-11
-1.0625 0.15 5.8771e-11
-1.0625 0.183333 4.867e-11
-1.0625 0.216667 3.58222e-11
-1.0625 0.25 2.23633e-11
-1.0625 0.283333 1.25099e-11
-1.0625 0.316667 7.32225e-12
-1.0625 0.35 4.7575e-12
