NumXCells: 80
NumYCells: 60
NumGhostCells: 4
Time: 0.21875
CFL: 0.5
-1.0875 -1.11667 2.28985e-12
-1.0875 -1.08333 6.36967e-13
-1.0875 -1.05 1.68445e-13
-1.0875 -1.01667 4.24129e-14
-1.0875 -0.983333 1.01821e-14
-1.0875 -0.95 2.33356e-15
-1.0875 -0.916667 5.11143e-16
-1.0875 -0.883333 1.07116e-16
-1.0875 -0.85 2.14959e-17
-1.0875 -0.816667 4.13438e-18
-1.0875 -0.783333 7.62683e-19
-1.0875 -0.75 1.35035e-19
-1.0875 -0.716667 2.29599e-20
-1.0875 -0.683333 3.75095e-21
-1.0875 -0.65 5.89053e-22
-1.0875 -0.616667 8.89559e-23
-1.0875 -0.583333 1.29223e-23
-1.0875 -0.55 1.80616e-24
-1.0875 -0.516667 2.42947e-25
-1.0875 -0.483333 3.14528e-26
-1.0875 -0.45 3.91951e-27
-1.0875 -0.416667 4.70145e-28
-1.0875 -0.383333 5.42796e-29
-1.0875 -0.35 6.03111e-30
-1.0875 -0.316667 6.44813e-31
-1.0875 -0.283333 6.63193e-32
-1.0875 -0.25 7.24572e-33
-1.0875 -0.216667 5.61795e-10
-1.0875 -0.183333 4.12964e-09
-1.0875 -0.15 1.5445e-08
-1.0875 -0.116667 3.93356e-08
-1.0875 -0.0833333 7.7106e-08
-1.0875 -0.05 1.24792e-07
-1.0875 -0.0166667 1.74862e-07
-1.0875 0.0166667 2.19828e-07
-1.0875 0.05 2.55077e-07
-1.0875 0.0833333 2.79575e-07
-1.0875 0.116667 2.94855e-07
-1.0875 0.15 3.03493e-07
-1.0875 0.183333 3.07955e-07
-1.0875 0.216667 3.10075e-07
-1.0875 0.25 3.10445e-07
-1.0875 0.283333 3.07258e-07
-1.0875 0.316667 2.96087e-07
-1.0875 0.35 2.72249e-07
-1.0875 0.383333 2.34496e-07
-1.0875 0.416667 1.86816e-07
-1.0875 0.45 1.36747e-07
-1.0875 0.483333 9.17814e-08
-1.0875 0.516667 5.65325e-08
-1.0875 0.55 3.20346e-08
-1.0875 0.583333 1.67544e-08
-1.0875 0.616667 8.11631e-09
-1.0875 0.65 3.65464e-09
-1.0875 0.683333 1.53483e-09
-1.0875 0.716667 6.03094e-10
-1.0875 0.75 2.22382e-10
-1.0875 0.783333 7.7157e-11
-1.0875 0.816667 2.52513e-11
-1.0875 0.85 7.81264e-12
-1.0875 0.883333 2.28985e-12
-1.0875 0.916667 6.36967e-13
-1.0875 0.95 1.68445e-13
-1.0875 0.983333 4.24129e-14
-1.0875 1.01667 1.01821e-14
-1.0875 1.05 2.33356e-15
-1.0875 1.08333 5.11143e-16
-1.0875 1.11667 1.07116e-16
-1.0625 -1.11667 6.39412e-13
-1.0625 -1.08333 1.76857e-13
-1.0625 -1.05 4.64909e-14
-1.0625 -1.01667 1.16326e-14
-1.0625 -0.983333 2.7743e-15
-1.0625 -0.95 6.31443e-16
-1.0625 -0.916667 1.37313e-16
-1.0625 -0.883333 2.85581e-17
-1.0625 -0.85 5.6857e-18
-1.0625 -0.816667 1.08451e-18
-1.0625 -0.783333 1.98334e-19
-1.0625 -0.75 3.47981e-20
-1.0625 -0.716667 5.86086e-21
-1.0625 -0.683333 9.48046e-22
-1.0625 -0.65 1.47349e-22
-1.0625 -0.616667 2.20124e-23
-1.0625 -0.583333 3.16171e-24
-1.0625 -0.55 4.36726e-25
-1.0625 -0.516667 5.8023e-26
-1.0625 -0.483333 7.41549e-27
-1.0625 -0.45 9.11688e-28
-1.0625 -0.416667 1.07822e-28
-1.0625 -0.383333 1.22656e-29
-1.0625 -0.35 1.34189e-30
-1.0625 -0.316667 1.41155e-31
-1.0625 -0.283333 1.42725e-32
-1.0625 -0.25 1.5287e-33
-1.0625 -0.216667 1.67522e-10
-1.0625 -0.183333 1.23014e-09
-1.0625 -0.15 4.59557e-09
-1.0625 -0.116667 1.169e-08
-1.0625 -0.0833333 2.28865e-08
-1.0625 -0.05 3.69949e-08
-1.0625 -0.0166667 5.17772e-08
-1.0625 0.0166667 6.50212e-08
-1.0625 0.05 7.53769e-08
-1.0625 0.0833333 8.25542e-08
-1.0625 0.116667 8.70176e-08
-1.0625 0.15 8.95327e-08
-1.0625 0.183333 9.08274e-08
-1.0625 0.216667 9.14403e-08
-1.0625 0.25 9.15411e-08
-1.0625 0.283333 9.05876e-08
-1.0625 0.316667 8.72637e-08
-1.0625 0.35 8.0184e-08
-1.0625 0.383333 6.89924e-08
-1.0625 0.416667 5.48856e-08
-1.0625 0.45 4.01038e-08
-1.0625 0.483333 2.68599e-08
-1.0625 0.516667 1.65042e-08
-1.0625 0.55 9.32696e-09
-1.0625 0.583333 4.86354e-09
-1.0625 0.616667 2.34839e-09
-1.0625 0.65 1.05373e-09
-1.0625 0.683333 4.40864e-10
-1.0625 0.716667 1.72535e-10
-1.0625 0.75 6.33466e-11
-1.0625 0.783333 2.18784e-11
-1.0625 0.816667 7.12559e-12
-1.0625 0.85 2.19338e-12
-1.0625 0.883333 6.39412e-13
-1.0625 0.916667 1.76857e-13
-1.0625 0.95 4.64909e-14
-1.0625 0.983333 1.16326e-14
-1.0625 1.01667 2.7743e-15
-1.0625 1.05 6.31443e-16
-1.0625 1.08333 1.37313e-16
-1.0625 1.11667 2.85581e-17
-1.0375 -1.11667 1.71572e-13
-1.0375 -1.08333 4.7173e-14
-1.0375 -1.05 1.23229e-14
-1.0375 -1.01667 3.06309e-15
-1.0375 -0.983333 7.25492e-16
-1.0375 -0.95 1.63934e-16
-1.0375 -0.916667 3.53795e-17
-1.0375 -0.883333 7.29996e-18
-1.0375 -0.85 1.44135e-18
-1.0375 -0.816667 2.7255e-19
-1.0375 -0.783333 4.9393e-20
-1.0375 -0.75 8.5843e-21
-1.0375 -0.716667 1.43154e-21
-1.0375 -0.683333 2.29178e-22
-1.0375 -0.65 3.52361e-23
-1.0375 -0.616667 5.20471e-24
-1.0375 -0.583333 7.38783e-25
-1.0375 -0.55 1.00794e-25
-1.0375 -0.516667 1.32195e-26
-1.0375 -0.483333 1.66681e-27
-1.0375 -0.45 2.02046e-28
-1.0375 -0.416667 2.35441e-29
-1.0375 -0.383333 2.6371e-30
-1.0375 -0.35 2.83853e-31
-1.0375 -0.316667 2.9354e-32
-1.0375 -0.283333 2.91536e-33
-1.0375 -0.25 3.05823e-34
-1.0375 -0.216667 4.82258e-11
-1.0375 -0.183333 3.53707e-10
-1.0375 -0.15 1.31969e-09
-1.0375 -0.116667 3.35245e-09
-1.0375 -0.0833333 6.55434e-09
-1.0375 -0.05 1.05803e-08
-1.0375 -0.0166667 1.47887e-08
-1.0375 0.0166667 1.85496e-08
-1.0375 0.05 2.14821e-08
-1.0375 0.0833333 2.35086e-08
-1.0375 0.116667 2.47647e-08
-1.0375 0.15 2.54702e-08
-1.0375 0.183333 2.58319e-08
-1.0375 0.216667 2.60025e-08
-1.0375 0.25 2.60287e-08
-1.0375 0.283333 2.57534e-08
-1.0375 0.316667 2.47988e-08
-1.0375 0.35 2.277e-08
-1.0375 0.383333 1.95695e-08
-1.0375 0.416667 1.55439e-08
-1.0375 0.45 1.13357e-08
-1.0375 0.483333 7.57484e-09
-1.0375 0.516667 4.6423e-09
