NumXCells: 80
NumYCells: 60
NumGhostCells: 4
Time: 0.075
CFL: 0.3
-1.0875 -1.11667 1.68693e-36
-1.0875 -1.08333 8.77143e-38
-1.0875 -1.05 4.0379e-39
-1.0875 -1.01667 1.63067e-40
-1.0875 -0.983333 5.70595e-42
-1.0875 -0.95 1.70061e-43
-1.0875 -0.916667 4.21217e-45
-1.0875 -0.883333 8.35281e-47
-1.0875 -0.85 1.24717e-48
-1.0875 -0.816667 1.24911e-50
-1.0875 -0.783333 6.25849e-53
-1.0875 -0.75 0
-1.0875 -0.716667 0
-1.0875 -0.683333 0
-1.0875 -0.65 0
-1.0875 -0.616667 0
-1.0875 -0.583333 0
-1.0875 -0.55 0
-1.0875 -0.516667 0
-1.0875 -0.483333 0
-1.0875 -0.45 0
-1.0875 -0.416667 0
-1.0875 -0.383333 0
-1.0875 -0.35 0
-1.0875 -0.316667 0
-1.0875 -0.283333 0
-1.0875 -0.25 0
-1.0875 -0.216667 2.73703e-22
-1.0875 -0.183333 7.76053e-22
-1.0875 -0.15 1.2196e-21
-1.0875 -0.116667 1.46858e-21
-1.0875 -0.0833333 1.56884e-21
-1.0875 -0.05 1.60002e-21
-1.0875 -0.0166667 1.60787e-21
-1.0875 0.0166667 1.60953e-21
-1.0875 0.05 1.60983e-21
-1.0875 0.0833333 1.60988e-21
-1.0875 0.116667 1.60988e-21
-1.0875 0.15 1.60989e-21
-1.0875 0.183333 1.60989e-21
-1.0875 0.216667 1.60989e-21
-1.0875 0.25 1.50342e-21
-1.0875 0.283333 1.07797e-21
-1.0875 0.316667 5.78846e-22
-1.0875 0.35 2.40998e-22
-1.0875 0.383333 8.10106e-23
-1.0875 0.416667 2.27373e-23
-1.0875 0.45 5.46415e-24
-1.0875 0.483333 1.14458e-24
-1.0875 0.516667 2.11593e-25
-1.0875 0.55 3.48221e-26
-1.0875 0.583333 5.13328e-27
-1.0875 0.616667 6.80856e-28
-1.0875 0.65 8.15041e-29
-1.0875 0.683333 8.82282e-30
-1.0875 0.716667 8.64416e-31
-1.0875 0.75 7.66453e-32
-1.0875 0.783333 6.14404e-33
-1.0875 0.816667 4.44417e-34
-1.0875 0.85 2.89231e-35
-1.0875 0.883333 1.68693e-36
-1.0875 0.916667 8.77143e-38
-1.0875 0.95 4.0379e-39
-1.0875 0.983333 1.63067e-40
-1.0875 1.01667 5.70595e-42
-1.0875 1.05 1.70061e-43
-1.0875 1.08333 4.21217e-45
-1.0875 1.11667 8.35281e-47
-1.0625 -1.11667 8.78157e-38
-1.0625 -1.08333 4.22243e-39
-1.0625 -1.05 1.77796e-40
-1.0625 -1.01667 6.4764e-42
-1.0625 -0.983333 2.0064e-43
-1.0625 -0.95 5.1588e-45
-1.0625 -0.916667 1.06069e-46
-1.0625 -0.883333 1.64046e-48
-1.0625 -0.85 1.70069e-50
-1.0625 -0.816667 8.82037e-53
-1.0625 -0.783333 0
-1.0625 -0.75 0
-1.0625 -0.716667 0
-1.0625 -0.683333 0
-1.0625 -0.65 0
-1.0625 -0.616667 0
-1.0625 -0.583333 0
-1.0625 -0.55 0
-1.0625 -0.516667 0
-1.0625 -0.483333 0
-1.0625 -0.45 0
-1.0625 -0.416667 0
-1.0625 -0.383333 0
-1.0625 -0.35 0
-1.0625 -0.316667 0
-1.0625 -0.283333 0
-1.0625 -0.25 0
-1.0625 -0.216667 2.79305e-23
-1.0625 -0.183333 7.81169e-23
-1.0625 -0.15 1.21933e-22
-1.0625 -0.116667 1.46353e-22
-1.0625 -0.0833333 1.56139e-22
-1.0625 -0.05 1.59167e-22
-1.0625 -0.0166667 1.59925e-22
-1.0625 0.0166667 1.60084e-22
-1.0625 0.05 1.60112e-22
-1.0625 0.0833333 1.60117e-22
-1.0625 0.116667 1.60117e-22
-1.0625 0.15 1.60117e-22
-1.0625 0.183333 1.60117e-22
-1.0625 0.216667 1.60117e-22
-1.0625 0.25 1.48559e-22
-1.0625 0.283333 1.05478e-22
-1.0625 0.316667 5.59237e-23
-1.0625 0.35 2.29404e-23
-1.0625 0.383333 7.58294e-24
-1.0625 0.416667 2.08836e-24
-1.0625 0.45 4.91259e-25
-1.0625 0.483333 1.00475e-25
-1.0625 0.516667 1.8091e-26
-1.0625 0.55 2.89291e-27
-1.0625 0.583333 4.13403e-28
-1.0625 0.616667 5.30247e-29
-1.0625 0.65 6.12206e-30
-1.0625 0.683333 6.37284e-31
-1.0625 0.716667 5.98394e-32
-1.0625 0.75 5.06525e-33
-1.0625 0.783333 3.85896e-34
-1.0625 0.816667 2.63904e-35
-1.0625 0.85 1.61393e-36
-1.0625 0.883333 8.78157e-38
