NumXCells: 80
NumYCells: 60
NumGhostCells: 4
Time: 0.8625
CFL: 0.3
-1.0875 -1.11667 0.987379
-1.0875 -1.08333 0.980056
-1.0875 -1.05 0.962278
-1.0875 -1.01667 0.925981
-1.0875 -0.983333 0.859837
-1.0875 -0.95 0.750375
-1.0875 -0.916667 0.586971
-1.0875 -0.883333 0.37843
-1.0875 -0.85 0.186959
-1.0875 -0.816667 0.0778131
-1.0875 -0.783333 0.030676
-1.0875 -0.75 0.011672
-1.0875 -0.716667 0.00429515
-1.0875 -0.683333 0.0015311
-1.0875 -0.65 0.000529476
-1.0875 -0.616667 0.000177855
-1.0875 -0.583333 5.80982e-05
-1.0875 -0.55 1.84754e-05
-1.0875 -0.516667 5.72493e-06
-1.0875 -0.483333 1.7301e-06
-1.0875 -0.45 5.10318e-07
-1.0875 -0.416667 1.47028e-07
-1.0875 -0.383333 4.14044e-08
-1.0875 -0.35 1.1404e-08
-1.0875 -0.316667 3.07382e-09
-1.0875 -0.283333 8.11077e-10
-1.0875 -0.25 2.09328e-10
-1.0875 -0.216667 5.28343e-11
-1.0875 -0.183333 1.29094e-11
-1.0875 -0.15 3.28246e-12
-1.0875 -0.116667 1.90046e-12
-1.0875 -0.0833333 2.96224e-12
-1.0875 -0.05 1.74467e-11
-1.0875 -0.0166667 1.34639e-10
-1.0875 0.0166667 9.27928e-10
-1.0875 0.05 5.6446e-09
-1.0875 0.0833333 3.0677e-08
-1.0875 0.116667 1.50571e-07
-1.0875 0.15 6.73234e-07
-1.0875 0.183333 2.76114e-06
-1.0875 0.216667 1.04454e-05
-1.0875 0.25 3.66122e-05
-1.0875 0.283333 0.000119335
-1.0875 0.316667 0.000362738
-1.0875 0.35 0.00103056
-1.0875 0.383333 0.00274109
-1.0875 0.416667 0.00683291
-1.0875 0.45 0.0159714
-1.0875 0.483333 0.0350016
-1.0875 0.516667 0.0718606
-1.0875 0.55 0.137976
-1.0875 0.583333 0.246998
-1.0875 0.616667 0.409636
-1.0875 0.65 0.61747
-1.0875 0.683333 0.810211
-1.0875 0.716667 0.921604
-1.0875 0.75 0.968755
-1.0875 0.783333 0.985417
-1.0875 0.816667 0.989429
-1.0875 0.85 0.989461
-1.0875 0.883333 0.987379
-1.0875 0.916667 0.980056
-1.0875 0.95 0.962278
-1.0875 0.983333 0.925981
-1.0875 1.01667 0.859837
-1.0875 1.05 0.750375
-1.0875 1.08333 0.586971
-1.0875 1.11667 0.37843
-1.0625 -1.11667 0.98355
-1.0625 -1.08333 0.976255
-1.0625 -1.05 0.958546
-1.0625 -1.01667 0.922389
-1.0625 -0.983333 0.856501
-1.0625 -0.95 0.747463
-1.0625 -0.916667 0.584692
-1.0625 -0.883333 0.376961
-1.0625 -0.85 0.186234
-1.0625 -0.816667 0.0775111
-1.0625 -0.783333 0.0305569
-1.0625 -0.75 0.0116266
-1.0625 -0.716667 0.00427846
-1.0625 -0.683333 0.00152515
-1.0625 -0.65 0.000527418
-1.0625 -0.616667 0.000177163
-1.0625 -0.583333 5.78722e-05
-1.0625 -0.55 1.84035e-05
-1.0625 -0.516667 5.70264e-06
-1.0625 -0.483333 1.72336e-06
-1.0625 -0.45 5.08328e-07
-1.0625 -0.416667 1.46454e-07
-1.0625 -0.383333 4.12428e-08
-1.0625 -0.35 1.13595e-08
-1.0625 -0.316667 3.06203e-09
-1.0625 -0.283333 8.08216e-10
-1.0625 -0.25 2.0864e-10
-1.0625 -0.216667 5.25807e-11
-1.0625 -0.183333 1.2838e-11
-1.0625 -0.15 3.26335e-12
-1.0625 -0.116667 1.8889e-12
-1.0625 -0.0833333 2.9462e-12
-1.0625 -0.05 1.73843e-11
-1.0625 -0.0166667 1.34295e-10
-1.0625 0.0166667 9.24487e-10
-1.0625 0.05 5.62333e-09
-1.0625 0.0833333 3.05612e-08
-1.0625 0.116667 1.50002e-07
-1.0625 0.15 6.70683e-07
-1.0625 0.183333 2.75066e-06
-1.0625 0.216667 1.04057e-05
-1.0625 0.25 3.64728e-05
-1.0625 0.283333 0.000118879
-1.0625 0.316667 0.000361352
-1.0625 0.35 0.00102662
-1.0625 0.383333 0.00273058
-1.0625 0.416667 0.00680667
-1.0625 0.45 0.0159099
-1.0625 0.483333 0.0348668
-1.0625 0.516667 0.0715834
-1.0625 0.55 0.137443
-1.0625 0.583333 0.246043
-1.0625 0.616667 0.40805
-1.0625 0.65 0.615077
-1.0625 0.683333 0.80707
-1.0625 0.716667 0.918031
-1.0625 0.75 0.964999
-1.0625 0.783333 0.981595
-1.0625 0.816667 0.985593
-1.0625 0.85 0.985624
-1.0625 0.883333 0.98355
-1.0625 0.916667 0.976255
-1.0625 0.95 0.958546
-1.0625 0.983333 0.922389
-1.0625 1.01667 0.856501
-1.0625 1.05 0.747463
-1.0625 1.08333 0.584692
-1.0625 1.11667 0.376961
-1.0375 -1.11667 0.975517
-1.0375 -1.08333 0.968282
-1.0375 -1.05 0.950716
-1.0375 -1.01667 0.914854
-1.0375 -0.983333 0.849503
-1.0375 -0.95 0.741354
-1.0375 -0.916667 0.579914
-1.0375 -0.883333 0.373881
-1.0375 -0.85 0.184712
-1.0375 -0.816667 0.0768779
-1.0375 -0.783333 0.0303073
-1.0375 -0.75 0.0115316
-1.0375 -0.716667 0.00424349
-1.0375 -0.683333 0.00151268
-1.0375 -0.65 0.000523103
-1.0375 -0.616667 0.000175713
-1.0375 -0.583333 5.73983e-05
-1.0375 -0.55 1.82527e-05
-1.0375 -0.516667 5.6559e-06
-1.0375 -0.483333 1.70922e-06
-1.0375 -0.45 5.04157e-07
-1.0375 -0.416667 1.45252e-07
-1.0375 -0.383333 4.09038e-08
-1.0375 -0.35 1.12662e-08
-1.0375 -0.316667 3.03701e-09
-1.0375 -0.283333 8.01658e-10
-1.0375 -0.25 2.07234e-10
-1.0375 -0.216667 5.21612e-11
-1.0375 -0.183333 1.27132e-11
-1.0375 -0.15 3.22962e-12
-1.0375 -0.116667 1.86848e-12
-1.0375 -0.0833333 2.91641e-12
-1.0375 -0.05 1.72651e-11
-1.0375 -0.0166667 1.33121e-10
-1.0375 0.0166667 9.17096e-10
