NumXCells: 80
NumYCells: 60
NumGhostCells: 4
Time: 1.875
CFL: 0.3
-1.0875 -1.11667 4.93408e-14
-1.0875 -1.08333 5.36883e-14
-1.0875 -1.05 6.58512e-14
-1.0875 -1.01667 8.74555e-14
-1.0875 -0.983333 1.20903e-13
-1.0875 -0.95 1.69554e-13
-1.0875 -0.916667 2.38024e-13
-1.0875 -0.883333 3.32687e-13
-1.0875 -0.85 4.62598e-13
-1.0875 -0.816667 6.41309e-13
-1.0875 -0.783333 8.90733e-13
-1.0875 -0.75 1.2499e-12
-1.0875 -0.716667 1.79436e-12
-1.0875 -0.683333 2.67398e-12
-1.0875 -0.65 4.17509e-12
-1.0875 -0.616667 6.81021e-12
-1.0875 -0.583333 1.14386e-11
-1.0875 -0.55 1.94162e-11
-1.0875 -0.516667 3.2754e-11
-1.0875 -0.483333 5.42324e-11
-1.0875 -0.45 8.73775e-11
-1.0875 -0.416667 1.36156e-10
-1.0875 -0.383333 2.04167e-10
-1.0875 -0.35 2.92568e-10
-1.0875 -0.316667 3.93397e-10
-1.0875 -0.283333 4.7895e-10
-1.0875 -0.25 5.26098e-10
-1.0875 -0.216667 5.4484e-10
-1.0875 -0.183333 5.50411e-10
-1.0875 -0.15 5.50984e-10
-1.0875 -0.116667 5.50144e-10
-1.0875 -0.0833333 5.46311e-10
-1.0875 -0.05 5.36731e-10
-1.0875 -0.0166667 5.18052e-10
-1.0875 0.0166667 4.86458e-10
-1.0875 0.05 4.38004e-10
-1.0875 0.0833333 3.6948e-10
-1.0875 0.116667 2.8064e-10
-1.0875 0.15 1.8072e-10
-1.0875 0.183333 9.59194e-11
-1.0875 0.216667 4.56927e-11
-1.0875 0.25 2.13233e-11
-1.0875 0.283333 1.01696e-11
-1.0875 0.316667 5.12857e-12
-1.0875 0.35 2.91057e-12
-1.0875 0.383333 1.88547e-12
-1.0875 0.416667 1.49005e-12
-1.0875 0.45 1.16701e-12
-1.0875 0.483333 9.06212e-13
-1.0875 0.516667 6.98686e-13
-1.0875 0.55 5.35645e-13
-1.0875 0.583333 4.08747e-13
-1.0875 0.616667 3.10602e-13
-1.0875 0.65 2.35055e-13
-1.0875 0.683333 1.77222e-13
-1.0875 0.716667 1.33348e-13
-1.0875 0.75 1.00612e-13
-1.0875 0.783333 7.69599e-14
-1.0875 0.816667 6.09864e-14
-1.0875 0.85 5.18696e-14
-1.0875 0.883333 4.93408e-14
-1.0875 0.916667 5.36883e-14
-1.0875 0.95 6.58512e-14
-1.0875 0.983333 8.74555e-14
-1.0875 1.01667 1.20903e-13
-1.0875 1.05 1.69554e-13
-1.0875 1.08333 2.38024e-13
-1.0875 1.11667 3.32687e-13
-1.0625 -1.11667 6.00956e-14
-1.0625 -1.08333 6.632e-14
-1.0625 -1.05 8.23926e-14
-1.0625 -1.01667 1.10544e-13
-1.0625 -0.983333 1.54104e-13
-1.0625 -0.95 2.17866e-13
-1.0625 -0.916667 3.08729e-13
-1.0625 -0.883333 4.36934e-13
-1.0625 -0.85 6.18653e-13
-1.0625 -0.816667 8.81897e-13
-1.0625 -0.783333 1.28076e-12
-1.0625 -0.75 1.92782e-12
-1.0625 -0.716667 3.05744e-12
-1.0625 -0.683333 5.13221e-12
-1.0625 -0.65 9.00829e-12
-1.0625 -0.616667 1.6182e-11
-1.0625 -0.583333 2.91348e-11
-1.0625 -0.55 5.17688e-11
-1.0625 -0.516667 8.98675e-11
-1.0625 -0.483333 1.51434e-10
-1.0625 -0.45 2.46627e-10
-1.0625 -0.416667 3.86899e-10
-1.0625 -0.383333 5.82695e-10
-1.0625 -0.35 8.37557e-10
-1.0625 -0.316667 1.12859e-09
-1.0625 -0.283333 1.37483e-09
-1.0625 -0.25 1.50939e-09
-1.0625 -0.216667 1.5624e-09
-1.0625 -0.183333 1.57766e-09
-1.0625 -0.15 1.57917e-09
-1.0625 -0.116667 1.5765e-09
-1.0625 -0.0833333 1.56526e-09
-1.0625 -0.05 1.5376e-09
