NumXCells: 80
NumYCells: 60
NumGhostCells: 4
Time: 0.675
CFL: 0.3
-1.0875 -1.11667 0.400854
-1.0875 -1.08333 0.27326
-1.0875 -1.05 0.140181
-1.0875 -1.01667 0.0571444
-1.0875 -0.983333 0.0216225
-1.0875 -0.95 0.00784703
-1.0875 -0.916667 0.00273824
-1.0875 -0.883333 0.00092071
-1.0875 -0.85 0.000298857
-1.0875 -0.816667 9.37992e-05
-1.0875 -0.783333 2.85074e-05
-1.0875 -0.75 8.40041e-06
-1.0875 -0.716667 2.40289e-06
-1.0875 -0.683333 6.67912e-07
-1.0875 -0.65 1.80582e-07
-1.0875 -0.616667 4.75313e-08
-1.0875 -0.583333 1.21893e-08
-1.0875 -0.55 3.04763e-09
-1.0875 -0.516667 7.4315e-10
-1.0875 -0.483333 1.76617e-10
-1.0875 -0.45 4.08345e-11
-1.0875 -0.416667 9.19989e-12
-1.0875 -0.383333 2.15787e-12
-1.0875 -0.35 9.46684e-13
-1.0875 -0.316667 5.13653e-13
-1.0875 -0.283333 2.66662e-13
-1.0875 -0.25 1.35037e-13
-1.0875 -0.216667 1.08401e-13
-1.0875 -0.183333 1.13159e-12
-1.0875 -0.15 1.89989e-11
-1.0875 -0.116667 2.35631e-10
-1.0875 -0.0833333 2.23115e-09
-1.0875 -0.05 1.70841e-08
-1.0875 -0.0166667 1.09926e-07
-1.0875 0.0166667 6.10005e-07
-1.0875 0.05 2.97383e-06
-1.0875 0.0833333 1.29111e-05
-1.0875 0.116667 5.04357e-05
-1.0875 0.15 0.00017867
-1.0875 0.183333 0.000577441
-1.0875 0.216667 0.00171026
-1.0875 0.25 0.00465725
-1.0875 0.283333 0.0116849
-1.0875 0.316667 0.0270388
-1.0875 0.35 0.0576942
-1.0875 0.383333 0.11332
-1.0875 0.416667 0.203947
-1.0875 0.45 0.331259
-1.0875 0.483333 0.464129
-1.0875 0.516667 0.547817
-1.0875 0.55 0.584022
-1.0875 0.583333 0.597643
-1.0875 0.616667 0.601746
-1.0875 0.65 0.602336
-1.0875 0.683333 0.601896
-1.0875 0.716667 0.599642
-1.0875 0.75 0.593109
-1.0875 0.783333 0.577989
-1.0875 0.816667 0.547353
-1.0875 0.85 0.491629
-1.0875 0.883333 0.400854
-1.0875 0.916667 0.27326
-1.0875 0.95 0.140181
-1.0875 0.983333 0.0571444
-1.0875 1.01667 0.0216225
-1.0875 1.05 0.00784703
-1.0875 1.08333 0.00273824
-1.0875 1.11667 0.00092071
